no,daerah,tipe
2860,wampu,kecamatan
2861,batang serangan,kecamatan
2862,sawit seberang,kecamatan
2863,padang tualang,kecamatan
2864,hinai,kecamatan
2865,secanggang,kecamatan
2866,tanjung pura,kecamatan
2867,gebang,kecamatan
2868,sei lepan,kecamatan
2869,babalan,kecamatan
2870,berandan barat,kecamatan
2871,besitang,kecamatan
2872,pangkalan susu,kecamatan
2873,serapit,kecamatan
2874,kutambaru,kecamatan
2875,pematang jaya,kecamatan
2876,mardinding,kecamatan
2877,laubaleng,kecamatan
2878,tiga binanga,kecamatan
2879,juhar,kecamatan
2880,munte,kecamatan
2881,kuta buluh,kecamatan
2882,payung,kecamatan
2883,simpang empat,kecamatan
2884,kabanjahe,kecamatan
2885,berastagi,kecamatan
2886,tiga panah,kecamatan
2887,merek,kecamatan
2888,barus jahe,kecamatan
2889,tiga binanga,kecamatan
2890,naman teran,kecamatan
2891,merdeka,kecamatan
2892,dolat rayat,kecamatan
2893,tiganderket,kecamatan
2894,silimakuta,kecamatan
2895,purba,kecamatan
2896,dolok pardamean,kecamatan
2897,sidamanik,kecamatan
2898,girsang simpangan bolon,kecamatan
2899,tanah jawa,kecamatan
2900,dolok panribuan,kecamatan
2901,jorlang hataran,kecamatan
2902,pane,kecamatan
2903,raya,kecamatan
2904,dolok silau,kecamatan
2905,silau kahean,kecamatan
2906,raya kahean,kecamatan
2907,tapian dolok,kecamatan
2908,dolok batu nanggar,kecamatan
2909,siantar,kecamatan
2910,hutabayu raja,kecamatan
2911,pematang bandar,kecamatan
2912,bandar,kecamatan
2913,bosar maligas,kecamatan
2914,ujung padang,kecamatan
2915,panombeian pane,kecamatan
2916,gunung malela,kecamatan
2917,gunung maligas,kecamatan
2918,bandar huluan,kecamatan
2919,bandar masilam,kecamatan
2920,hatonduhan,kecamatan
2921,jawa maraja bah jambi,kecamatan
2922,haranggaol horison,kecamatan
2923,pematang sidamanik,kecamatan
2924,pamatang silima huta,kecamatan
2925,sidikalang,kecamatan
2926,parbuluan,kecamatan
2927,sumbul,kecamatan
2928,pegangan hilir,kecamatan
2929,siempat nempu hulu,kecamatan
2930,siempat nempu,kecamatan
2931,silima pungga-pungga,kecamatan
2932,siempat nempu hilir,kecamatan
2933,tigalingga,kecamatan
2934,tanah pinem,kecamatan
2935,lae parira,kecamatan
2936,gunung stember,kecamatan
2937,berampu,kecamatan
2938,sitinjo,kecamatan
2939,silahi sabungan,kecamatan
2940,merek,kecamatan
2941,bandar pasir mandoge,kecamatan
2942,bandar pulau,kecamatan
2943,pulau rakyat,kecamatan
2944,sei kepayang,kecamatan
2945,tanjung balai,kecamatan
2946,simpang empat,kecamatan
2947,air batu,kecamatan
2948,buntu pane,kecamatan
2949,meranti,kecamatan
2950,air joman,kecamatan
2951,aek kuasan,kecamatan
2952,kisaran barat,kecamatan
2953,kisaran timur,kecamatan
2954,aek songsongan,kecamatan
2955,rahuning,kecamatan
2956,aek ledong,kecamatan
2957,sei kepayang barat,kecamatan
2958,sei kepayang timur,kecamatan
2959,teluk dalam,kecamatan
2960,sei dadap,kecamatan
2961,tinggi raja,kecamatan
2962,setia janji,kecamatan
2963,pulo bandring,kecamatan
2964,rawang panca arga,kecamatan
2965,silo laut,kecamatan
2966,bilah hulu,kecamatan
2967,pangkatan,kecamatan
2968,bilah barat,kecamatan
2969,bilah hilir,kecamatan
2970,panai hulu,kecamatan
2971,panai tengah,kecamatan
2972,panai hilir,kecamatan
2973,rantau selatan,kecamatan
2974,rantau utara,kecamatan
2975,parmonangan,kecamatan
2976,adian koting,kecamatan
2977,sipoholon,kecamatan
2978,tarutung,kecamatan
2979,pahae jae,kecamatan
2980,pahae julu,kecamatan
2981,pangaribuan,kecamatan
2982,garoga,kecamatan
2983,sipahutar,kecamatan
2984,siborong-borong,kecamatan
2985,pagaran,kecamatan
2986,muara,kecamatan
2987,purbatua,kecamatan
2988,simangumban,kecamatan
2989,siatas barita,kecamatan
2990,lumut,kecamatan
2991,sibabangun,kecamatan
2992,pandan,kecamatan
2993,tapian nauli,kecamatan
2994,kolang,kecamatan
2995,sorkam,kecamatan
2996,barus,kecamatan
2997,manduamas,kecamatan
2998,sosor gadong,kecamatan
2999,sorkam barat,kecamatan
3000,andam dewi,kecamatan
3001,badiri,kecamatan
3002,sitahuis,kecamatan
3003,sirandorung,kecamatan
3004,tukka,kecamatan
3005,pinang sori,kecamatan
3006,sukabangun,kecamatan
3007,sarudik,kecamatan
3008,barus utara,kecamatan
3009,pasaribu tobing,kecamatan
3010,batang angkola,kecamatan
3011,batang toru,kecamatan
3012,sipirok,kecamatan
3013,arse,kecamatan
3014,saipar dolok hole,kecamatan
3015,marancar,kecamatan
3016,sayur matinggi,kecamatan
3017,aek bilah,kecamatan
3018,muaro batang toru,kecamatan
3019,angkola barat,kecamatan
3020,angkola sangkunur,kecamatan
3021,angkola selatan,kecamatan
3022,angkola timur,kecamatan
3023,tantom angkola,kecamatan
3024,idano gawo,kecamatan
3025,gido,kecamatan
3026,hiliduho,kecamatan
3027,bawalato,kecamatan
3028,ulugawo,kecamatan
3029,ma u,kecamatan
3030,somolo-molo,kecamatan
3031,hili serangkai,kecamatan
3032,botomuzoi,kecamatan
3033,sogaeadu,kecamatan
3034,batahan,kecamatan
3035,batang natal,kecamatan
3036,kotanopan,kecamatan
3037,muara sipongi,kecamatan
3038,panyabungan kota,kecamatan
3039,natal,kecamatan
3040,muara batang gadis,kecamatan
3041,siabu,kecamatan
3042,panyabungan utara,kecamatan
3043,panyabungan barat,kecamatan
3044,panyabungan timur,kecamatan
3045,panyabungan selatan,kecamatan
3046,bukit malintang,kecamatan
3047,lembah sorik merapi,kecamatan
3048,ulu pungut,kecamatan
3049,tambangan,kecamatan
3050,langga bayu,kecamatan
3051,balige,kecamatan
3052,lagu boti,kecamatan
3053,habinsaran,kecamatan
3054,silaen,kecamatan
3055,porsea,kecamatan
3056,lumban julu,kecamatan
3057,uluan,kecamatan
3058,pintu pohan meranti,kecamatan
3059,ajibata,kecamatan
3060,borbor,kecamatan
3061,tampahan,kecamatan
3062,nassau,kecamatan
3063,sigumpar,kecamatan
3064,siantar narumonda,kecamatan
3065,parmaksian,kecamatan
3066,bonatua lunasi,kecamatan
3067,pulau-pulau batu,kecamatan
3068,teluk dalam,kecamatan
3069,amandraya,kecamatan
3070,lahusa,kecamatan
3071,gomo,kecamatan
3072,lolomatua,kecamatan
3073,lolowa`u,kecamatan
3074,hibala,kecamatan
3075,susua,kecamatan
3076,maniamolo,kecamatan
3077,hilimegai,kecamatan
3078,toma,kecamatan
3079,mazino,kecamatan
3080,umbunasi,kecamatan
3081,aramo,kecamatan
3082,pulau-pulau batu timur,kecamatan
3083,mazo,kecamatan
3084,fanayama,kecamatan
3085,salak,kecamatan
3086,kerajaan,kecamatan
3087,sitelutali urang jehe,kecamatan
3088,sitelutali urang jehe,kecamatan
3089,pangindar,kecamatan
3090,pergetteng-getteng sengku,kecamatan
3091,tinada,kecamatan
3092,siempat rube,kecamatan
3093,sitelu tali urang julu,kecamatan
3094,pakkat,kecamatan
3095,onan ganjang,kecamatan
3096,lintong nihuta,kecamatan
3097,dolok sanggul,kecamatan
3098,parlilitan,kecamatan
3099,pollung,kecamatan
3100,paranginan,kecamatan
3101,bakti raja,kecamatan
3102,sijamapolang,kecamatan
3103,tarabintang,kecamatan
3104,harian,kecamatan
3105,sianjur mula mula,kecamatan
3106,onan runggu timur,kecamatan
3107,palipi,kecamatan
3108,pangururan,kecamatan
3109,simanindo,kecamatan
3110,nainggolan,kecamatan
3111,ronggur nihuta,kecamatan
3112,sitiotio,kecamatan
3113,kotarih,kecamatan
3114,dolok masihul,kecamatan
3115,sipispis,kecamatan
3116,dolok merawan,kecamatan
3117,tebing tinggi,kecamatan
3118,bandar khalifah,kecamatan
3119,tanjung beringin,kecamatan
3120,teluk mengkudu,kecamatan
3121,sei rampah,kecamatan
3122,perbaungan,kecamatan
3123,pantai cermin,kecamatan
3124,silinda,kecamatan
3125,bintang bayu,kecamatan
3126,serbajadi,kecamatan
3127,tebing syahbandar,kecamatan
3128,sei bamban,kecamatan
3129,pegajahan,kecamatan
3130,medang deras,kecamatan
3131,air putih,kecamatan
3132,lima puluh,kecamatan
3133,sei balai,kecamatan
3134,sei suka,kecamatan
3135,talawi,kecamatan
3136,tanjung tiram,kecamatan
3137,padang bolak julu,kecamatan
3138,padang bolak,kecamatan
3139,halongonan,kecamatan
3140,dolok sxigompulon,kecamatan
3141,portibi,kecamatan
3142,simangambat,kecamatan
3143,batang onang,kecamatan
3144,dolok,kecamatan
3145,hulu sihapas,kecamatan
3146,barumun,kecamatan
3147,sosa,kecamatan
3148,barumun tengah,kecamatan
3149,batang lubu sutam.,kecamatan
3150,huta raja tinggi,kecamatan
3151,lubuk barumun,kecamatan
3152,huristak,kecamatan
3153,ulu barumun,kecamatan
3154,sosopan,kecamatan
3155,barumun selatan,kecamatan
3156,aek nabara barumun,kecamatan
3157,na ix-x,kecamatan
3158,aek natas,kecamatan
3159,aek kuo,kecamatan
3160,kualuh hilir,kecamatan
3161,kualuh selatan,kecamatan
3162,kualuh hulu,kecamatan
3163,kualuh leidong,kecamatan
3164,marbau,kecamatan
3165,sungai kanan,kecamatan
3166,torgamba,kecamatan
3167,kota pinang,kecamatan
3168,silangkitang,kecamatan
3169,kampung rakyat,kecamatan
3170,lolofitu moi,kecamatan
3171,sirombu,kecamatan
3172,lahomi,kecamatan
3173,mandrehe,kecamatan
3174,mandrehe barat,kecamatan
3175,moro o,kecamatan
3176,mandrehe barat,kecamatan
3177,ulo moro o,kecamatan
3178,tuhemberua,kecamatan
3179,lotu,kecamatan
3180,sitolu ori,kecamatan
3181,sawo,kecamatan
3182,alasa,kecamatan
3183,namohalu esiwa,kecamatan
3184,alasa talu muzoi,kecamatan
3185,tugala oyo,kecamatan
3186,lahewa,kecamatan
3187,afulu,kecamatan
3188,lahewa timur,kecamatan
3189,medan tuntungan,kecamatan
3190,medan johor,kecamatan
3191,medan amplas,kecamatan
3192,medan denai,kecamatan
3193,medan area,kecamatan
3194,medan kota,kecamatan
3195,medan maimun,kecamatan
3196,medan polonia,kecamatan
3197,medan baru,kecamatan
3198,medan selayang,kecamatan
3199,medan sunggal,kecamatan
3200,medan helvetia,kecamatan
3201,medan petisah,kecamatan
3202,medan barat,kecamatan
3203,medan timur,kecamatan
3204,medan perjuangan,kecamatan
3205,medan tembung,kecamatan
3206,medan deli,kecamatan
3207,medan labuhan,kecamatan
3208,medan marelan,kecamatan
3209,medan kota belawan,kecamatan
3210,binjai selatan,kecamatan
3211,binjai kota,kecamatan
3212,binjai timur,kecamatan
3213,binjai utara,kecamatan
3214,binjai barat,kecamatan
3215,padang hulu,kecamatan
3216,rambutan,kecamatan
3217,padang hilir,kecamatan
3218,bajenis,kecamatan
3219,tebing tinggi kota,kecamatan
3220,siantar marihat,kecamatan
3221,siantar selatan,kecamatan
3222,siantar barat,kecamatan
3223,siantar utara,kecamatan
3224,siantar timur,kecamatan
3225,siantar martoba,kecamatan
3226,siantar marimbun,kecamatan
3227,siantar sitalasari,kecamatan
3228,datuk bandar,kecamatan
3229,tanjung balai selatan,kecamatan
3230,tanjung balai utara,kecamatan
3231,s. tualang raso,kecamatan
3232,teluk nibung,kecamatan
3233,datuk bandar timur,kecamatan
3234,sibolga utara,kecamatan
3235,sibolga kota,kecamatan
3236,sibolga selatan,kecamatan
3237,sibolga sambas,kecamatan
3238,padang sidimpuan selatan,kecamatan
3239,padang sidimpuan utara,kecamatan
3240,padang sidimpuan batu nad,kecamatan
3241,padang sidimpuan hutaimba,kecamatan
3242,padang sidimpuan tenggara,kecamatan
3243,padang sidimpuan angkola,kecamatan
3244,gunung sitoli idanoi,kecamatan
3245,gunung sitoli alo oa,kecamatan
3246,gunung sitoli,kecamatan
3247,gunung sitoli selatan,kecamatan
3248,gunung sitoli barat,kecamatan
3249,gunung sitoli utara,kecamatan
3250,tanjung mutiara,kecamatan
3251,lubuk basung,kecamatan
3252,tanjung raya,kecamatan
3253,matur,kecamatan
3254,iv koto,kecamatan
3255,iv angkat candung,kecamatan
3256,baso,kecamatan
3257,tilatang kamang,kecamatan
3258,palembayan,kecamatan
3259,palupuh,kecamatan
3260,sungai pua,kecamatan
3261,candung,kecamatan
3262,kamang magek,kecamatan
3263,banuhampu,kecamatan
3264,ampek angkek,kecamatan
3265,malalak,kecamatan
3266,ampek nagari,kecamatan
3267,bonjol,kecamatan
3268,lubuk sikaping,kecamatan
3269,ii koto,kecamatan
3270,panti,kecamatan
3271,iii nagari,kecamatan
3272,rao,kecamatan
3273,mapat tunggul,kecamatan
3274,mapat tunggul selatan,kecamatan
3275,simpang alahan mati,kecamatan
3276,padang gelugur,kecamatan
3277,rao utara,kecamatan
3278,rao selatan,kecamatan
3279,payakumbuh,kecamatan
3280,luak,kecamatan
3281,harau,kecamatan
3282,guguak,kecamatan
3283,suliki,kecamatan
3284,gunuang omeh,kecamatan
3285,kapur ix,kecamatan
3286,pangkalan koto baru,kecamatan
3287,bukkt barisan,kecamatan
3288,mungka,kecamatan
3289,akabiluru,kecamatan
3290,situjuah limo nagari,kecamatan
3291,lareh sago halaban,kecamatan
3292,pantai cermin,kecamatan
3293,lembah gumanti,kecamatan
3294,payung sekaki,kecamatan
3295,lembang jaya,kecamatan
3296,gunung talang,kecamatan
3297,bukit sundi,kecamatan
3298,kubung,kecamatan
3299,ix koto sungai lasi,kecamatan
3300,x koto diatas,kecamatan
3301,x koto singkarak,kecamatan
3302,junjung sirih,kecamatan
3303,hiliran gumanti,kecamatan
3304,tigo lurah,kecamatan
3305,danau kembar,kecamatan
3306,batang anai,kecamatan
3307,lubuk alung,kecamatan
3308,ulakan tapakis,kecamatan
3309,nan sabaris,kecamatan
3310,2 x 11 vi lingkung,kecamatan
3311,vii koto sungai sarik,kecamatan
3312,v koto kampung dalam,kecamatan
3313,sungai limau,kecamatan
3314,sungai geringging,kecamatan
3315,iv koto aur malintang,kecamatan
3316,batang gasan,kecamatan
3317,v koto timur,kecamatan
3318,patamuan,kecamatan
3319,padang sago,kecamatan
3320,2 x 11 kayu tanam,kecamatan
3321,sintuk toboh gadang,kecamatan
3322,vi lingkung,kecamatan
3323,lunang silaut,kecamatan
3324,basa iv balai tapan,kecamatan
3325,pancung soal,kecamatan
3326,linggo saribaganti,kecamatan
3327,ranah pesisir,kecamatan
3328,lengayang,kecamatan
3329,sutera,kecamatan
3330,batang kapas,kecamatan
3331,iv jurai,kecamatan
3332,bayang,kecamatan
3333,koto xi terusan,kecamatan
3334,iv bayang utara,kecamatan
3335,sepuluh koto,kecamatan
3336,batipuh,kecamatan
3337,pariangan,kecamatan
3338,rambatan,kecamatan
3339,lima kaum,kecamatan
3340,tanjung mas,kecamatan
3341,padang ganting,kecamatan
3342,lintau buo,kecamatan
3343,sungayang,kecamatan
3344,sungai tarab,kecamatan
3345,salimpaung,kecamatan
3346,batipuh selatan,kecamatan
3347,lintau buo utara,kecamatan
3348,tanjung baru,kecamatan
3349,kamang baru,kecamatan
3350,tanjung gadang,kecamatan
3351,sijunjung,kecamatan
3352,iv nagari,kecamatan
3353,kupitan,kecamatan
3354,koto tujuh,kecamatan
3355,sumpur kudus,kecamatan
3356,lubuk tarok,kecamatan
3357,pagai utara,kecamatan
3358,sipora selatan,kecamatan
3359,siberut selatan,kecamatan
3360,siberut utara,kecamatan
3361,siberut barat,kecamatan
3362,siberut barat daya,kecamatan
3363,siberut tengah,kecamatan
3364,sipora utara,kecamatan
3365,sikakap,kecamatan
3366,pagai selatan,kecamatan
3367,siberut barat,kecamatan
3368,sangir,kecamatan
3369,sungai pagu,kecamatan
3370,koto parik gadang diateh,kecamatan
3371,sangir jujuhan,kecamatan
3372,sangir batanghari,kecamatan
3373,pauah duo,kecamatan
3374,sangir balai janggo,kecamatan
3375,sungai rumbai,kecamatan
3376,koto baru,kecamatan
3377,sitiung,kecamatan
3378,pulau punjung,kecamatan
3379,sembilan koto,kecamatan
3380,timpeh,kecamatan
3381,koto salak,kecamatan
3382,tiumang,kecamatan
3383,padang laweh,kecamatan
3384,asam jujuhan,kecamatan
3385,koto besar,kecamatan
3386,sungai beremas,kecamatan
3387,ranah batahan,kecamatan
3388,lembah melintang,kecamatan
3389,gunung tuleh,kecamatan
3390,pasaman,kecamatan
3391,kinali,kecamatan
3392,talamau,kecamatan
3393,koto balingka,kecamatan
3394,luhak nan duo,kecamatan
3395,sasak ranah pesisir,kecamatan
3396,sungai aur,kecamatan
3397,guguk panjang,kecamatan
3398,mandiangin koto selayan,kecamatan
3399,aur birugo tigo baleh,kecamatan
3400,bungus teluk kabung,kecamatan
3401,lubuk kilangan,kecamatan
3402,lubuk begalung,kecamatan
3403,padang selatan,kecamatan
3404,padang timur,kecamatan
3405,padang barat,kecamatan
3406,padang utara,kecamatan
3407,nanggalo,kecamatan
3408,kuranji,kecamatan
3409,pauh,kecamatan
3410,koto tangah,kecamatan
3411,padang panjang barat,kecamatan
3412,padang panjang timur,kecamatan
3413,silungkang,kecamatan
3414,lembah segar,kecamatan
3415,barangin,kecamatan
3416,talawi,kecamatan
3417,lubuk sikarah,kecamatan
3418,tanjung harapan,kecamatan
3419,payakumbuh barat,kecamatan
3420,payakumbuh timur,kecamatan
3421,payakumbuh utara,kecamatan
3422,lamposi tigo nagori,kecamatan
3423,payakumbuh selatan,kecamatan
3424,pariaman selatan,kecamatan
3425,pariaman tengah,kecamatan
3426,pariaman utara,kecamatan
3427,pariaman timur,kecamatan
3428,xiii koto kampar,kecamatan
3429,kampar kiri,kecamatan
3430,kampar,kecamatan
3431,tambang,kecamatan
3432,bangkinang,kecamatan
3433,bangkinang barat,kecamatan
3434,siak hulu,kecamatan
3435,tapung,kecamatan
3436,kampar kiri hulu,kecamatan
3437,kampar kiri hilir,kecamatan
3438,tapung hulu,kecamatan
3439,tapung hilir,kecamatan
3440,tapung kiri,kecamatan
3441,salo,kecamatan
3442,rumbio jaya,kecamatan
3443,bangkinang seberang,kecamatan
3444,perhentian raja,kecamatan
3445,kampar timur,kecamatan
3446,kampar utara,kecamatan
3447,kampar kiri tengah,kecamatan
3448,gunung sahilan,kecamatan
3449,koto kampar hulu,kecamatan
3450,mandau,kecamatan
3451,bengkalis,kecamatan
3452,bantan,kecamatan
3453,bukit batu,kecamatan
3454,rupat,kecamatan
3455,rupat utara,kecamatan
3456,siak kecil,kecamatan
3457,pinggir,kecamatan
3458,peranap,kecamatan
3459,pasir penyu,kecamatan
3460,kelayang,kecamatan
3461,seberida,kecamatan
3462,rengat,kecamatan
3463,rengat barat,kecamatan
3464,lirik,kecamatan
3465,batang gansal,kecamatan
3466,batang cenaku,kecamatan
3467,batang peranap,kecamatan
3468,lubuk batu jaya,kecamatan
3469,sei lala,kecamatan
3470,rakit kulim,kecamatan
3471,kuala cenaku,kecamatan
3472,keritang,kecamatan
3473,reteh,kecamatan
3474,enok,kecamatan
3475,tanah merah,kecamatan
3476,kuala indragiri,kecamatan
3477,tembilahan,kecamatan
3478,tempuling,kecamatan
3479,batang tuaka,kecamatan
3480,gaung anak serka,kecamatan
3481,gaung,kecamatan
3482,mandah,kecamatan
3483,kateman,kecamatan
3484,kemuning,kecamatan
3485,pelangiran,kecamatan
3486,pulau burung,kecamatan
3487,teluk blengkong,kecamatan
3488,tembilahan hulu,kecamatan
3489,concong,kecamatan
3490,kempas,kecamatan
3491,sungai batang,kecamatan
3492,langgam,kecamatan
3493,pangkalan kuras,kecamatan
3494,bunut,kecamatan
3495,kuala kampar,kecamatan
3496,pangkalan kerinci,kecamatan
3497,ukui,kecamatan
3498,pangkalan lesung,kecamatan
3499,kerumutan,kecamatan
3500,pelalawan,kecamatan
3501,teluk meranti,kecamatan
3502,bandar sei kijang,kecamatan
3503,bandar petalangan,kecamatan
3504,ujung batu,kecamatan
3505,rokan iv koto,kecamatan
3506,rambah,kecamatan
3507,tembusai,kecamatan
3508,kepenuhan,kecamatan
3509,kunto darussalam,kecamatan
3510,rambah samo,kecamatan
3511,rambah hilir,kecamatan
3512,tembusai utara,kecamatan
3513,bangun purba,kecamatan
3514,tandun,kecamatan
3515,kabun,kecamatan
3516,bonai darussalam,kecamatan
3517,pagaran tapah darussalam,kecamatan
3518,pendalian iv koto,kecamatan
3519,kepenuhan hulu,kecamatan
3520,kubu,kecamatan
3521,bangko,kecamatan
3522,tanah putih,kecamatan
3523,rimba melintang,kecamatan
3524,bagan sinembah,kecamatan
3525,pasir limau kapas,kecamatan
3526,sinaboi,kecamatan
3527,tanah putih tanjung melaw,kecamatan
3528,pujud,kecamatan
3529,bangko pusako,kecamatan
3530,simpang kanan,kecamatan
3531,batu hampar,kecamatan
3532,rantau kopar,kecamatan
3533,minas,kecamatan
3534,siak,kecamatan
3535,sungai apit,kecamatan
3536,tualang,kecamatan
3537,kerinci kanan,kecamatan
3538,dayun,kecamatan
3539,bunga raya,kecamatan
3540,sungai mandau,kecamatan
3541,kandis,kecamatan
3542,lubuk dalam,kecamatan
3543,koto gasip,kecamatan
3544,pusako,kecamatan
3545,sabak auh,kecamatan
3546,sungai mempura,kecamatan
3547,mempura,kecamatan
3548,kuantan mudik,kecamatan
3549,kuantan tengah,kecamatan
3550,benai,kecamatan
3551,singingi,kecamatan
3552,kuantan hilir,kecamatan
3553,cerenti,kecamatan
3554,pangean,kecamatan
3555,logas tanah darat,kecamatan
3556,inuman,kecamatan
3557,singingi hilir,kecamatan
3558,hulu kuantan,kecamatan
3559,gunung toar,kecamatan
3560,merbau,kecamatan
3561,rangsang,kecamatan
3562,rangsang barat,kecamatan
3563,tebing tinggi,kecamatan
3564,tebing tinggi barat,kecamatan
