,tingkat setelah parent,parent,similarity
13636,4,wehrkreise,"[('kosekhanudnas', 0.7227896451950073), ('wehrkreis', 0.696557343006134), ('territorium', 0.6823342442512512), ('koarmada', 0.6795100569725037), ('slw', 0.677743136882782), ('paban', 0.6728841066360474), ('pangkoopsau', 0.6672632098197937), ('spersad', 0.6648082137107849), ('spaban', 0.6630468964576721), ('brw', 0.6560652256011963)]"
13637,4,anthropoid,"[('upshot', 0.6902113556861877), ('weserÃ¼bung', 0.6547232270240784), ('epervier', 0.6411520838737488), ('blackcock', 0.6349459886550903), ('pbfortune', 0.6219918131828308), ('keelhaul', 0.6160364151000977), ('hailstone', 0.6137717366218567), ('mincemeat', 0.6084015369415283), ('gladio', 0.6077995896339417), ('sealion', 0.5932847857475281)]"
13638,4,paraku,"[('pgrs', 0.9517971277236938), ('penumpasan', 0.7614282369613647), ('permesta', 0.7541351914405823), ('prri', 0.7401993274688721), ('tii', 0.704738199710846), ('muzakar', 0.6771498322486877), ('gpk', 0.6539204120635986), ('kartosuwiryo', 0.6498230695724487), ('gerilya', 0.6362213492393494), ('opm', 0.6341044902801514)]"
13639,4,wehrkreis,"[('koarmada', 0.7336950898170471), ('kopur', 0.7267649173736572), ('kosekhanudnas', 0.7207899689674377), ('wehrkreise', 0.696557343006134), ('koopsau', 0.6776866912841797), ('pangkoopsau', 0.6728026866912842), ('hanudnas', 0.6633374094963074), ('pangkowilhan', 0.6607525944709778), ('tpr', 0.6456429958343506), ('paban', 0.6435014009475708)]"
13640,4,unosom,"[('daswati', 0.7440971732139587), ('unef', 0.7278581261634827), ('pangkoopsau', 0.726257860660553), ('sobhuza', 0.7111017107963562), ('koarmada', 0.7069524526596069), ('mutesa', 0.6989384293556213), ('unavem', 0.6980337500572205), ('parthica', 0.6978461742401123), ('bhÄskara', 0.6972824335098267), ('pangkopur', 0.6944850087165833)]"
13641,4,pangkopur,"[('pangkoopsau', 0.758736789226532), ('swj', 0.7512402534484863), ('sturmgeschÃ¼tz', 0.7509062886238098), ('koarmada', 0.744476854801178), ('danmen', 0.743570864200592), ('pangarmada', 0.7403280735015869), ('irbidjemensdm', 0.7240706086158752), ('mindcrime', 0.719592809677124), ('satkopaska', 0.714976966381073), ('binkuat', 0.7130478620529175)]"
13643,4,represif,"[('otoriter', 0.7133934497833252), ('diskriminatif', 0.6752446889877319), ('subversif', 0.6625063419342041), ('totaliter', 0.6523232460021973), ('otokratis', 0.6262879371643066), ('sentralistik', 0.6187659502029419), ('subversi', 0.6113710999488831), ('rasis', 0.6041178107261658), ('pragmatis', 0.6008920073509216), ('kooperatif', 0.5991925597190857)]"
13644,4,nonkekerasan,"[('otonomisme', 0.7151678204536438), ('kosmisme', 0.7034291625022888), ('pililla', 0.7012066841125488), ('shenjing', 0.7009971737861633), ('lleras', 0.7004880905151367), ('talagawangi', 0.6996321082115173), ('konsitusional', 0.6995092034339905), ('gaÅ¡per', 0.6968662142753601), ('rajaratnam', 0.696500301361084), ('tragocerus', 0.6963149905204773)]"
13645,4,antikekerasan,"[('antikapitalisme', 0.6211864948272705), ('nonkekerasan', 0.5885430574417114), ('primitifisme', 0.5693358182907104), ('progresivisme', 0.5648457407951355), ('lgbtq', 0.5590384006500244), ('sindikalisme', 0.552650511264801), ('pengutamaan', 0.5495648384094238), ('vÃ¶lkisch', 0.547885537147522), ('sektarianisme', 0.545388400554657), ('muttahida', 0.5443782806396484)]"
13646,4,altruistik,"[('preskriptif', 0.5965064167976379), ('lahiriyah', 0.5914750099182129), ('radiologis', 0.5849903225898743), ('deontologis', 0.580694317817688), ('simtomatik', 0.5736714005470276), ('twk', 0.5726842284202576), ('konsekwen', 0.5712920427322388), ('connectionless', 0.5705114006996155), ('terpola', 0.5656416416168213), ('maladaptif', 0.565121591091156)]"
13647,4,subversif,"[('subversi', 0.7296353578567505), ('represif', 0.6625064015388489), ('nepotisme', 0.6315847039222717), ('rasis', 0.6265636682510376), ('amoral', 0.6172875761985779), ('rasisme', 0.6071551442146301), ('radikalisme', 0.5993638634681702), ('kolusi', 0.5978970527648926), ('kriminalisasi', 0.5839865207672119), ('intimidasi', 0.5820031762123108)]"
13648,4,ilegalisme,"[('otonomisme', 0.6730502247810364), ('empirio', 0.6571477651596069), ('nonteisme', 0.6537980437278748), ('amilenialisme', 0.652664065361023), ('ultramontanisme', 0.6491127014160156), ('lÃ¶with', 0.6445398926734924), ('titoisme', 0.6426041126251221), ('antiteisme', 0.6423801779747009), ('afrosentrisme', 0.641900360584259), ('techne', 0.6405221819877625)]"
13649,4,transfobia,"[('bifobia', 0.8053897619247437), ('homofobia', 0.7514671683311462), ('rasisme', 0.6870513558387756), ('seksisme', 0.6654766798019409), ('rasis', 0.613134503364563), ('xenofobia', 0.6032673716545105), ('antisemitisme', 0.601515531539917), ('lgbtq', 0.5936875939369202), ('sektarianisme', 0.5868633389472961), ('diskriminasi', 0.5857340693473816)]"
13650,4,antiperang,"[('sindikalisme', 0.6519715189933777), ('anarko', 0.6257251501083374), ('libertarian', 0.5995880961418152), ('antiglobalisasi', 0.5935733914375305), ('antitembakau', 0.5923032164573669), ('marxist', 0.588001549243927), ('bolivarian', 0.5794231295585632), ('kontrajihad', 0.5781108140945435), ('separatisme', 0.5746890902519226), ('nativis', 0.5732918977737427)]"
13651,4,korektif,"[('promotif', 0.6002585291862488), ('intubasi', 0.5794928073883057), ('endotrakeal', 0.5782071948051453), ('preventif', 0.5671555399894714), ('penangkalan', 0.562633752822876), ('laparotomi', 0.5545405149459839), ('debugging', 0.5425550937652588), ('fitosanitari', 0.5376983284950256), ('sanitari', 0.5321251749992371), ('pengimbangan', 0.5280066728591919)]"
13654,4,heroik,"[('kepahlawanan', 0.6853013038635254), ('brutal', 0.5996954441070557), ('tragis', 0.5885606408119202), ('dramatis', 0.5695338249206543), ('brilian', 0.5689983367919922), ('mengerikan', 0.5577516555786133), ('keji', 0.5533745884895325), ('kejam', 0.5357941389083862), ('mendebarkan', 0.5298361778259277), ('mengharukan', 0.5193085670471191)]"
13656,4,mendalangi,"[('didakwa', 0.5829817056655884), ('pengkhianatan', 0.5742582082748413), ('penculikan', 0.5641403198242188), ('memprovokasi', 0.5616466999053955), ('malari', 0.5611605644226074), ('kebrutalan', 0.5484427213668823), ('menyulut', 0.5482848882675171), ('mengutuk', 0.5473352074623108), ('kekejamannya', 0.5443271398544312), ('teroris', 0.5387169122695923)]"
13658,4,amoral,"[('asusila', 0.6930473446846008), ('keji', 0.6274728178977966), ('subversif', 0.6172875761985779), ('antisosial', 0.6138444542884827), ('bejat', 0.6130509376525879), ('tercela', 0.6057798266410828), ('menjijikkan', 0.5989813804626465), ('perzinahan', 0.5981845855712891), ('rasis', 0.5966022610664368), ('zina', 0.5913087725639343)]"
13661,4,keji,"[('kejam', 0.7589524388313293), ('zalim', 0.691150963306427), ('sadis', 0.686549186706543), ('brutal', 0.676429033279419), ('licik', 0.675089955329895), ('keterlaluan', 0.6709347367286682), ('mengerikan', 0.6552383303642273), ('menjijikkan', 0.6447317004203796), ('memalukan', 0.6428077220916748), ('bengis', 0.6418396234512329)]"
13673,4,pgrs,"[('paraku', 0.9517970085144043), ('penumpasan', 0.7465912699699402), ('permesta', 0.7304787039756775), ('prri', 0.7079718112945557), ('tii', 0.6610041856765747), ('muzakar', 0.6609616279602051), ('opm', 0.6490206122398376), ('satgas', 0.6363431215286255), ('gpk', 0.6270444393157959), ('kartosuwiryo', 0.6246852874755859)]"
13674,4,prri,"[('permesta', 0.867516815662384), ('penumpasan', 0.7403623461723328), ('paraku', 0.7401993274688721), ('tii', 0.7393605709075928), ('pki', 0.7241576910018921), ('pgrs', 0.7079718112945557), ('gerilya', 0.6445785164833069), ('muzakar', 0.6429476737976074), ('kartosuwiryo', 0.6327753663063049), ('pdri', 0.620600163936615)]"
13675,4,permesta,"[('prri', 0.867516815662384), ('paraku', 0.754135251045227), ('penumpasan', 0.7355515956878662), ('pgrs', 0.7304787039756775), ('tii', 0.729243278503418), ('gerilya', 0.669648289680481), ('pki', 0.6590811610221863), ('muzakar', 0.6567223072052002), ('kartosuwiryo', 0.6535301804542542), ('trikora', 0.6250823140144348)]"
13676,4,tii,"[('prri', 0.739360511302948), ('permesta', 0.7292432188987732), ('kartosuwiryo', 0.7162013649940491), ('penumpasan', 0.7102254033088684), ('paraku', 0.7047382593154907), ('muzakar', 0.6972959637641907), ('pgrs', 0.6610042452812195), ('pki', 0.6305146813392639), ('muzakkar', 0.584710419178009), ('hizbullah', 0.5792806148529053)]"
13677,4,muzakar,"[('muzakkar', 0.7956544160842896), ('kahar', 0.7336553335189819), ('tii', 0.6972958445549011), ('paraku', 0.677149772644043), ('penumpasan', 0.6758530735969543), ('kartosuwiryo', 0.6666468381881714), ('pgrs', 0.6609616875648499), ('permesta', 0.656722366809845), ('prri', 0.6429476737976074), ('ventje', 0.5980294942855835)]"
13678,4,pki,"[('prri', 0.7241577506065369), ('permesta', 0.659081220626831), ('pni', 0.6564206480979919), ('penumpasan', 0.6529298424720764), ('aidit', 0.6517733931541443), ('tii', 0.6305146813392639), ('gerwani', 0.6244952082633972), ('pesindo', 0.624477207660675), ('lekra', 0.6241794228553772), ('fpi', 0.6239804625511169)]"
13679,4,menumpas,"[('membasmi', 0.7914775013923645), ('memerangi', 0.75193852186203), ('menghalau', 0.7405416965484619), ('memadamkan', 0.7349823117256165), ('menghadang', 0.729289174079895), ('menghabisi', 0.72173672914505), ('menggempur', 0.7039715647697449), ('menumbangkan', 0.6780106425285339), ('meringkus', 0.677862286567688), ('memberantas', 0.6776676774024963)]"
13680,4,gerilya,"[('permesta', 0.6696482300758362), ('prri', 0.6445786356925964), ('paraku', 0.6362212896347046), ('penumpasan', 0.6150501370429993), ('gerilyawan', 0.609796941280365), ('pgrs', 0.6000062227249146), ('gam', 0.5994049310684204), ('bergerilya', 0.5945820212364197), ('perlawanan', 0.5928788781166077), ('separatis', 0.5926069021224976)]"
13681,4,trikora,"[('rindam', 0.6934508681297302), ('kasdam', 0.666958212852478), ('danrem', 0.6622081995010376), ('dwikora', 0.6604360342025757), ('timtim', 0.653922975063324), ('pasmar', 0.6498777866363525), ('pattimura', 0.649229109287262), ('yonzipur', 0.6427134275436401), ('asops', 0.6376317739486694), ('kodam', 0.635732889175415)]"
13682,4,spionase,"[('sabotase', 0.7263611555099487), ('terorisme', 0.6870895624160767), ('kriminal', 0.6693969368934631), ('penipuan', 0.6404938697814941), ('subversi', 0.6233158707618713), ('infiltrasi', 0.6121197938919067), ('kejahatan', 0.6113187670707703), ('intimidasi', 0.607654869556427), ('konspirasi', 0.603276252746582), ('perompakan', 0.6016252040863037)]"
13683,4,infiltrasi,"[('sabotase', 0.7082269191741943), ('pengintaian', 0.682578444480896), ('penyusupan', 0.6634287238121033), ('penyerangan', 0.6467830538749695), ('bombardemen', 0.6464559435844421), ('penyergapan', 0.6321964263916016), ('manuver', 0.6220088005065918), ('penyerbuan', 0.6155659556388855), ('spionase', 0.6121198534965515), ('blokade', 0.6103768348693848)]"
13684,4,pengintaian,"[('sabotase', 0.6972255706787109), ('infiltrasi', 0.6825783252716064), ('patroli', 0.6618345379829407), ('bombardemen', 0.6520997881889343), ('penerjunan', 0.6514070630073547), ('manuver', 0.6344190239906311), ('taktis', 0.6280410289764404), ('navigasi', 0.6261590123176575), ('pemantauan', 0.620908796787262), ('pelacakan', 0.6163351535797119)]"
13686,4,penindakan,"[('penyidikan', 0.7118092775344849), ('penyuapan', 0.6677007675170898), ('penuntutan', 0.6595456004142761), ('bnpt', 0.6493385434150696), ('sabotase', 0.6423016786575317), ('pencegahan', 0.630432665348053), ('pengamanan', 0.6137403249740601), ('kejagung', 0.6135611534118652), ('densus', 0.5997292399406433), ('pemberantasan', 0.5913328528404236)]"
13691,4,pembasmian,"[('pemusnahan', 0.6326540112495422), ('sabotase', 0.6223766207695007), ('pemaksaan', 0.6118062138557434), ('repatriasi', 0.6045057773590088), ('makar', 0.5931798219680786), ('pembersihan', 0.5877490043640137), ('penjarahan', 0.5807144641876221), ('subversi', 0.5782018899917603), ('pengusiran', 0.5773669481277466), ('genosida', 0.5637176036834717)]"
13692,4,uniimog,"[('undof', 0.8007573485374451), ('ÑÐ¾ÑÑ‚', 0.7933306694030762), ('dodikbelanegara', 0.7888519167900085), ('bakur', 0.7872950434684753), ('oftringen', 0.78627610206604), ('dirlat', 0.7858189344406128), ('marchienne', 0.7857676148414612), ('nimbokrang', 0.7851395606994629), ('bojongkerta', 0.7820850610733032), ('habay', 0.7814886569976807)]"
13693,4,franchet,"[('voÃŸ', 0.8014587759971619), ('huntziger', 0.7975919246673584), ('barville', 0.7953701615333557), ('dirlat', 0.7939907908439636), ('kadispenad', 0.7895849347114563), ('gongzhufen', 0.7877601385116577), ('vidame', 0.7869328260421753), ('ramillies', 0.7867120504379272), ('popple', 0.7861676216125488), ('viala', 0.7856541872024536)]"
13694,4,hilter,"[('ebersbach', 0.8260357975959778), ('teutoburger', 0.8240675926208496), ('steht', 0.8227004408836365), ('barenberge', 0.8226305842399597), ('lutter', 0.8222636580467224), ('balingen', 0.8199226260185242), ('Ð´ÑÐ»Ñ…Ð¸Ð¹Ð½', 0.818419337272644), ('ÑÐ²Ð¾Ð¹', 0.8155588507652283), ('ÑÐ¿Ð°ÑÐ¸', 0.8149776458740234), ('ÑÐ³Ð½ÑÑÐ³', 0.8139052987098694)]"
13695,4,intelmar,"[('dukops', 0.8935755491256714), ('dirlat', 0.8790668845176697), ('kaspasmar', 0.873184323310852), ('guspurlatim', 0.8717170357704163), ('satinduk', 0.8713851571083069), ('binlat', 0.8708401918411255), ('asrendam', 0.8687927722930908), ('kasiopslat', 0.866084635257721), ('disku', 0.8622163534164429), ('reskrimum', 0.8620489239692688)]"
13696,4,scap,"[('removing', 0.685750424861908), ('cimp', 0.6576158404350281), ('portlaoise', 0.6548798084259033), ('Ð³Ð¾Ñ€Ðµ', 0.6547560691833496), ('burghs', 0.6543402671813965), ('perpetrated', 0.6530839204788208), ('orahovica', 0.6525251865386963), ('hymer', 0.6490845680236816), ('indictment', 0.6479766964912415), ('pretext', 0.6478918194770813)]"
13697,4,boonyaratkalin,"[('tniryamizard', 0.7837874889373779), ('puspojudo', 0.7810112237930298), ('wilujo', 0.7680229544639587), ('sitiveni', 0.766855001449585), ('seisser', 0.7630952596664429), ('tnigatot', 0.7592986226081848), ('tyasno', 0.751465916633606), ('boonyaratglin', 0.7491192817687988), ('reksodimedjo', 0.7481253743171692), ('deykerhoff', 0.7460821270942688)]"
13698,4,jorry,"[('lygrus', 0.8890243172645569), ('deremius', 0.8887362480163574), ('vidame', 0.8882110714912415), ('macrochenus', 0.8881326913833618), ('bothai', 0.8875492811203003), ('szechuanensis', 0.8851009607315063), ('ostedes', 0.8845919966697693), ('stenorhopalus', 0.8844698667526245), ('mesolita', 0.8839449286460876), ('parastesilea', 0.8838005065917969)]"
13699,4,pbfortune,"[('pbsuccess', 0.7398070096969604), ('sealion', 0.7094579339027405), ('meghdoot', 0.6532924771308899), ('deadlight', 0.6349037289619446), ('blackcock', 0.633061945438385), ('weserÃ¼bung', 0.6292829513549805), ('tabarin', 0.6283849477767944), ('hailstone', 0.6281482577323914), ('anthropoid', 0.6219918131828308), ('gladio', 0.6180195808410645)]"
13700,4,palico,"[('medicion', 0.895863950252533), ('toclong', 0.8787366151809692), ('anabu', 0.8763821721076965), ('bucandala', 0.857860267162323), ('karangdalem', 0.8538627624511719), ('bojongkerta', 0.8471134305000305), ('libod', 0.8460047245025635), ('salay', 0.8459665179252625), ('balatong', 0.8433265686035156), ('ngwane', 0.8426015377044678)]"
13701,4,securitate,"[('qomari', 0.8056533336639404), ('ranmor', 0.8044406771659851), ('vair', 0.8035983443260193), ('multimaculata', 0.8019348978996277), ('sveinbjÃ¶rn', 0.8017138242721558), ('callancyla', 0.8013514876365662), ('ohbayashii', 0.8009516000747681), ('rawacacing', 0.8009084463119507), ('thesen', 0.8000920414924622), ('gitega', 0.7999815940856934)]"
13706,4,diam,"[('membisu', 0.5245582461357117), ('menyuruhnya', 0.48749956488609314), ('sembunyi', 0.4851796627044678), ('sambil', 0.4710425138473511), ('sendirian', 0.45823708176612854), ('membiarkannya', 0.4548185169696808), ('tenanglah', 0.45158323645591736), ('rela', 0.4408916234970093), ('menyuruh', 0.42858877778053284), ('malah', 0.4276217818260193)]"
13707,4,ennahda,"[('barelvi', 0.6605046987533569), ('naxalite', 0.6486043334007263), ('baamal', 0.6468495726585388), ('antiaborsi', 0.6393753886222839), ('wÃ¤isi', 0.6356548070907593), ('gÃ¼len', 0.6274199485778809), ('qaumi', 0.6161709427833557), ('usroh', 0.6159700155258179), ('nativis', 0.6157934069633484), ('antimerokok', 0.6120343208312988)]"
13711,4,nasti,"[('termonasti', 0.7536631226539612), ('tropisme', 0.7319954037666321), ('tigmonasti', 0.7221572995185852), ('niktinasti', 0.7209644913673401), ('fotonasti', 0.7152124047279358), ('taksis', 0.7079534530639648), ('kemotropisme', 0.6379808783531189), ('imobilitas', 0.5963058471679688), ('tjepat', 0.5802451968193054), ('ekstrasistol', 0.5717359185218811)]"
13714,4,penyisiran,"[('penghadangan', 0.6637481451034546), ('penggeledahan', 0.6482986211776733), ('seppuku', 0.6302987933158875), ('pengecekan', 0.6021617650985718), ('penerjunan', 0.5966082811355591), ('otopsi', 0.5948446393013), ('pedaratan', 0.5860999226570129), ('desersi', 0.5857389569282532), ('sabotase', 0.5712454915046692), ('sellout', 0.5706102252006531)]"
13715,4,penerjunan,"[('pendaratan', 0.6777845621109009), ('penyergapan', 0.6704841256141663), ('penghadangan', 0.657378077507019), ('pengintaian', 0.65140700340271), ('bombardemen', 0.6415525078773499), ('evakuasi', 0.6135009527206421), ('manuver', 0.6107706427574158), ('penyerangan', 0.6062159538269043), ('penyerbuan', 0.599738359451294), ('penyisiran', 0.5966082811355591)]"
13746,4,penghianatan,"[('hasutan', 0.6758982539176941), ('pengkhianatan', 0.6479200124740601), ('berkhianat', 0.6439859867095947), ('difitnah', 0.6200298070907593), ('kesombongannya', 0.6182058453559875), ('dendamnya', 0.6070227026939392), ('kekejamannya', 0.6038435101509094), ('penghinaannya', 0.5983152389526367), ('bujukan', 0.5948173999786377), ('kecemburuannya', 0.593367874622345)]"
13751,4,bujukan,"[('desakan', 0.7579512000083923), ('inisiatifnya', 0.7063396573066711), ('ajakan', 0.6920307874679565), ('permintaannya', 0.6880661845207214), ('kelancangannya', 0.6709778904914856), ('hasutan', 0.6651405096054077), ('kemauannya', 0.6595297455787659), ('perbuatannya', 0.6480405926704407), ('anjuran', 0.6471286416053772), ('tindakannya', 0.6436436772346497)]"
