,tingkat setelah parent,parent,similarity
6831,4,bughury,"[('ghifari', 0.8242661356925964), ('badru', 0.810380756855011), ('buchori', 0.8056418895721436), ('abidzar', 0.7998138070106506), ('najma', 0.7982531189918518), ('hasni', 0.7961128354072571), ('fadhel', 0.7951019406318665), ('harjiman', 0.791328489780426), ('marouf', 0.7885154485702515), ('ayubi', 0.7866313457489014)]"
6832,4,hasni,"[('ghifari', 0.8402830958366394), ('anshari', 0.8094977140426636), ('haj', 0.8081264495849609), ('abidzar', 0.8008519411087036), ('buchori', 0.8002018928527832), ('afdal', 0.7992957234382629), ('bughury', 0.7961128354072571), ('hasani', 0.7945062518119812), ('jasem', 0.785198986530304), ('adawiyah', 0.7847458124160767)]"
6834,4,ghazali,"[('buchori', 0.7919954657554626), ('kindi', 0.7842733263969421), ('qarni', 0.7834875583648682), ('tibrizi', 0.7720253467559814), ('biruni', 0.7678624391555786), ('farabi', 0.7664607167243958), ('bughury', 0.7618492245674133), ('badru', 0.7587370872497559), ('maliki', 0.7587234377861023), ('ayubi', 0.7564601898193359)]"
6835,4,badru,"[('ghifari', 0.862528383731842), ('abidzar', 0.8220770359039307), ('ayubi', 0.8189879059791565), ('kautsar', 0.8121258020401001), ('bughury', 0.8103808164596558), ('habsyi', 0.7915567755699158), ('buchori', 0.7885436415672302), ('najma', 0.7861167192459106), ('hasni', 0.7831908464431763), ('waqidi', 0.7815731763839722)]"
6839,4,ghifari,"[('badru', 0.8625283241271973), ('abidzar', 0.8598141074180603), ('marouf', 0.855318009853363), ('bakhit', 0.8545622825622559), ('hasni', 0.8402830362319946), ('najma', 0.8388538956642151), ('fadhel', 0.8379642367362976), ('mukarrom', 0.8336599469184875), ('harjiman', 0.8304042220115662), ('hamidiyah', 0.8255907893180847)]"
6840,4,abidzar,"[('ghifari', 0.8598141670227051), ('badru', 0.8220769762992859), ('fathir', 0.807265043258667), ('hasni', 0.8008519411087036), ('bughury', 0.7998137474060059), ('adawiyah', 0.7807538509368896), ('buchori', 0.7777661085128784), ('afdhal', 0.7771207094192505), ('harjiman', 0.7742917537689209), ('khansa', 0.7662315368652344)]"
6852,4,uswatun,"[('hasanah', 0.8041397333145142), ('mtss', 0.734778642654419), ('raudlatut', 0.7339656949043274), ('husnul', 0.715782642364502), ('bustanul', 0.7143864035606384), ('raudlatul', 0.7113748788833618), ('ilmi', 0.710850179195404), ('khotimah', 0.7083756923675537), ('miftahul', 0.7075087428092957), ('bahrul', 0.7043736577033997)]"
6862,4,segaf,"[('jufri', 0.8194157481193542), ('ghifari', 0.7827060222625732), ('bustani', 0.7814561128616333), ('tawfiq', 0.7789838910102844), ('ghozali', 0.7730138897895813), ('banjary', 0.7712863683700562), ('haj', 0.7685618996620178), ('hasni', 0.7652003765106201), ('pranan', 0.7648897171020508), ('marouf', 0.7639036178588867)]"
6864,4,rasyid,"[('jufri', 0.8066543340682983), ('muchtar', 0.7928842306137085), ('husin', 0.7898586392402649), ('munawar', 0.7868318557739258), ('usman', 0.7859550714492798), ('yasin', 0.7856374382972717), ('zaki', 0.7810922265052795), ('hamdi', 0.7793819904327393), ('nizar', 0.7759853005409241), ('lutfi', 0.7752844095230103)]"
6867,4,jamaluddin,"[('nizar', 0.833487331867218), ('kamaruddin', 0.8132691383361816), ('siddiq', 0.807166576385498), ('abdurrahim', 0.8034752011299133), ('jufri', 0.8030369281768799), ('husin', 0.802933931350708), ('syamsuddin', 0.8006792068481445), ('thaib', 0.7954040169715881), ('munawar', 0.7933116555213928), ('abdurahman', 0.791822075843811)]"
6868,4,muhtadi,"[('abdurrahim', 0.8031013607978821), ('jufri', 0.8009285926818848), ('husaini', 0.7983129024505615), ('bakri', 0.7955628037452698), ('mawardi', 0.794258713722229), ('basyir', 0.7911271452903748), ('siddiq', 0.7803069353103638), ('ghozali', 0.7791973352432251), ('khotib', 0.7784554362297058), ('afandi', 0.7761436700820923)]"
6869,4,muzammil,"[('husaini', 0.8035939335823059), ('jufri', 0.800269365310669), ('munawar', 0.7930620312690735), ('ghozali', 0.7921614050865173), ('mawardi', 0.7889878153800964), ('assegaf', 0.7871944904327393), ('basalamah', 0.7808621525764465), ('anshari', 0.7802866101264954), ('syukri', 0.7783632874488831), ('afandi', 0.7782501578330994)]"
6894,4,zaenal,"[('mochammad', 0.8239239454269409), ('wahyudi', 0.815483570098877), ('akhmad', 0.8105173110961914), ('efendi', 0.8059364557266235), ('dedi', 0.8055496215820312), ('edy', 0.8046861290931702), ('fadhil', 0.8006551265716553), ('sofwan', 0.7984976172447205), ('hamdani', 0.797385573387146), ('idham', 0.794748842716217)]"
6935,4,khairul,"[('amri', 0.8256935477256775), ('baharuddin', 0.7995837330818176), ('muhidin', 0.7988637685775757), ('amiruddin', 0.798532247543335), ('efendi', 0.7959024906158447), ('latif', 0.7942201495170593), ('husin', 0.7934938073158264), ('akhmad', 0.7906754016876221), ('idham', 0.7866028547286987), ('amran', 0.7858493328094482)]"
6957,4,adib,"[('husaini', 0.832243025302887), ('nizar', 0.819805920124054), ('rifai', 0.8137655854225159), ('lutfi', 0.8110877275466919), ('sabri', 0.8083769679069519), ('abdurrahim', 0.8079865574836731), ('abduh', 0.8049920201301575), ('fadhil', 0.8030174970626831), ('afandi', 0.7984113693237305), ('assegaf', 0.794034481048584)]"
7039,4,taufik,"[('alfian', 0.813869059085846), ('hidayat', 0.8125752806663513), ('helmi', 0.8062424659729004), ('fauzan', 0.7948376536369324), ('arief', 0.7931810617446899), ('suyud', 0.7829601764678955), ('firmansyah', 0.7789345979690552), ('farid', 0.7771640419960022), ('yudi', 0.7769178748130798), ('kurniawan', 0.773455023765564)]"
7048,4,jayadi,"[('hamdani', 0.8424609899520874), ('hartoyo', 0.8325726985931396), ('mochammad', 0.8287703394889832), ('suyud', 0.8284963965415955), ('kusnan', 0.8284721374511719), ('tohir', 0.8112726211547852), ('mulyana', 0.8091372847557068), ('priasmoro', 0.8086702227592468), ('andri', 0.8069431781768799), ('wahyudi', 0.8063405156135559)]"
7071,4,syahrul,"[('yasin', 0.8498874306678772), ('limpo', 0.8081261515617371), ('nurdin', 0.8025573492050171), ('efendi', 0.7977259755134583), ('hafid', 0.7960749864578247), ('mochamad', 0.7918874025344849), ('yusran', 0.7900646924972534), ('amri', 0.787443220615387), ('mawardi', 0.7862040400505066), ('supardi', 0.7861053943634033)]"
7075,4,munir,"[('luthfi', 0.8077360987663269), ('yasin', 0.8010779023170471), ('jufri', 0.7901432514190674), ('munawar', 0.7830362915992737), ('fuad', 0.7827931046485901), ('akhmad', 0.7820621132850647), ('lutfi', 0.7816094160079956), ('muchtar', 0.7815582752227783), ('nizar', 0.7749196887016296), ('assegaf', 0.774329423904419)]"
7134,4,saiful,"[('akhmad', 0.8156335949897766), ('syamsul', 0.8149622082710266), ('rifai', 0.8135607242584229), ('munawar', 0.8061473369598389), ('muchtar', 0.7962771654129028), ('djamil', 0.793569803237915), ('syaiful', 0.7935398817062378), ('hamdani', 0.79279625415802), ('arief', 0.7922403812408447), ('lutfi', 0.7917089462280273)]"
7135,4,helmi,"[('fauzan', 0.818914532661438), ('baharuddin', 0.8158800601959229), ('firmansyah', 0.8152918815612793), ('wibisono', 0.8132991790771484), ('rahadi', 0.8113075494766235), ('muchtar', 0.8083678483963013), ('taufik', 0.8062423467636108), ('alfian', 0.8060612082481384), ('bachtiar', 0.8025712966918945), ('lutfi', 0.8010959029197693)]"
7137,4,bachtiar,"[('effendi', 0.8220511674880981), ('djamal', 0.8080247044563293), ('edy', 0.805923342704773), ('setiadi', 0.8032832741737366), ('hartoyo', 0.8027687072753906), ('helmi', 0.8025713562965393), ('hamdani', 0.8000396490097046), ('wibisono', 0.7970885038375854), ('arief', 0.7970775961875916), ('mulyana', 0.7961016297340393)]"
7231,4,taher,"[('akmal', 0.8437873125076294), ('lutfi', 0.8233429193496704), ('aldiansyah', 0.820701003074646), ('zaki', 0.8144214153289795), ('abrar', 0.8061640858650208), ('muchtar', 0.8033723831176758), ('nasrul', 0.7958546280860901), ('farid', 0.7937948703765869), ('syarief', 0.7927297353744507), ('risman', 0.7916543483734131)]"
7239,4,abrar,"[('hikmal', 0.8912061452865601), ('fadillah', 0.8297558426856995), ('yusra', 0.8195674419403076), ('awaludin', 0.8192592263221741), ('sefira', 0.8186910152435303), ('fachri', 0.8138119578361511), ('zimah', 0.8130775690078735), ('arfian', 0.81277996301651), ('aedy', 0.8104754686355591), ('taher', 0.8061640858650208)]"
7241,4,nadira,"[('litiefah', 0.8905707597732544), ('febriana', 0.8666175603866577), ('afifa', 0.8553004264831543), ('novyansari', 0.8518322110176086), ('apriyanti', 0.8492256999015808), ('shahnaz', 0.8423625230789185), ('alivia', 0.8398913145065308), ('tagor', 0.838655412197113), ('syahira', 0.8386500477790833), ('hadju', 0.8362163305282593)]"
7247,4,fahira,"[('sefira', 0.8204253911972046), ('jihan', 0.8175902366638184), ('fachri', 0.8108364939689636), ('hadju', 0.8085998296737671), ('berliana', 0.8077898621559143), ('azhari', 0.8053369522094727), ('abrar', 0.8041415810585022), ('febiola', 0.8026302456855774), ('syarief', 0.7997891306877136), ('fauziah', 0.7977637648582458)]"
7249,4,mardiana,"[('astuti', 0.8135409951210022), ('novia', 0.8105106353759766), ('azizah', 0.8030171394348145), ('sunarti', 0.7996814846992493), ('deni', 0.7976137399673462), ('fauziah', 0.7971944808959961), ('andri', 0.7942116856575012), ('tyas', 0.7939011454582214), ('damayanti', 0.7924928069114685), ('akmal', 0.7922790050506592)]"
7250,4,astri,"[('agustina', 0.8537341952323914), ('febiola', 0.8465689420700073), ('ramadhani', 0.8407314419746399), ('rizka', 0.8372825384140015), ('hadju', 0.834625244140625), ('anggraini', 0.8337887525558472), ('jihan', 0.8332905769348145), ('yulianti', 0.8331979513168335), ('permatasari', 0.8330708146095276), ('safitri', 0.8317480087280273)]"
7251,4,azwan,"[('yusoff', 0.8617627024650574), ('azman', 0.840294361114502), ('sharifah', 0.8370369076728821), ('mohd', 0.8369700312614441), ('muhd', 0.834870457649231), ('syafiq', 0.8312511444091797), ('afiq', 0.8306793570518494), ('ariff', 0.8232659697532654), ('izwan', 0.8188531398773193), ('liyana', 0.8066272735595703)]"
7252,4,liyana,"[('jasmay', 0.8529463410377502), ('bront', 0.8519681692123413), ('palarae', 0.8510109782218933), ('niezam', 0.8318982124328613), ('eizlan', 0.8296221494674683), ('afiq', 0.8292088508605957), ('amerul', 0.8271105289459229), ('nadira', 0.8258630633354187), ('sharifah', 0.8217817544937134), ('umie', 0.8214815258979797)]"
7253,4,muiz,"[('afiq', 0.8191566467285156), ('niezam', 0.8044185638427734), ('sharifuddin', 0.7910404801368713), ('eizlan', 0.7905277013778687), ('azwan', 0.7886168360710144), ('manap', 0.7836548686027527), ('ariff', 0.782428503036499), ('basid', 0.7810657024383545), ('baqir', 0.780950129032135), ('jahid', 0.7740179896354675)]"
7254,4,amini,"[('liyana', 0.8202261328697205), ('afiq', 0.8181105256080627), ('nosrati', 0.7737144827842712), ('sidqi', 0.7731136083602905), ('sattar', 0.7730088829994202), ('azwan', 0.7717256546020508), ('amerul', 0.7702556848526001), ('niezam', 0.7701529264450073), ('muiz', 0.7662627100944519), ('yusoff', 0.7635006904602051)]"
7255,4,yusoff,"[('azwan', 0.8617627024650574), ('eizlan', 0.8308041095733643), ('muhd', 0.8192304372787476), ('othman', 0.8191954493522644), ('azman', 0.8160155415534973), ('ariff', 0.8132506608963013), ('afiq', 0.810644805431366), ('niezam', 0.7974727153778076), ('hairul', 0.797295868396759), ('izwan', 0.7967419624328613)]"
7256,4,ariff,"[('sharifah', 0.8352415561676025), ('niezam', 0.8312418460845947), ('izwan', 0.8248045444488525), ('eizlan', 0.824518084526062), ('azwan', 0.8232656717300415), ('azman', 0.8212284445762634), ('hairul', 0.819784939289093), ('amerul', 0.8179468512535095), ('faridah', 0.8148355484008789), ('yusoff', 0.8132506608963013)]"
7257,4,fariha,"[('mariroh', 0.9464815258979797), ('novyansari', 0.9164727926254272), ('meriatul', 0.9146419763565063), ('qibtiyah', 0.9029840230941772), ('parahitha', 0.8997431397438049), ('karenza', 0.8941829204559326), ('gracelia', 0.8935242295265198), ('fisabililah', 0.8903369903564453), ('alivia', 0.888390064239502), ('yemi', 0.888053297996521)]"
7258,4,faridah,"[('sharifah', 0.8262020349502563), ('izwan', 0.8230334520339966), ('ariff', 0.8148356676101685), ('afiq', 0.8082447052001953), ('khairi', 0.8049986362457275), ('sofiah', 0.8041732907295227), ('fariha', 0.7994707822799683), ('azri', 0.7982982993125916), ('liyana', 0.796347975730896), ('eizlan', 0.7923072576522827)]"
7259,4,niezam,"[('eizlan', 0.8543583154678345), ('zahiril', 0.8500646352767944), ('sharifuddin', 0.8347856402397156), ('palarae', 0.8340083956718445), ('izara', 0.8337717652320862), ('liyana', 0.8318982124328613), ('ariff', 0.83124178647995), ('azreen', 0.8267635703086853), ('adzim', 0.8257014751434326), ('bront', 0.8233740925788879)]"
7265,4,fachri,"[('fairuz', 0.8401385545730591), ('rifky', 0.8355406522750854), ('syarief', 0.8294051289558411), ('zimah', 0.8291987776756287), ('zacky', 0.8271289467811584), ('fadhillah', 0.8222631812095642), ('hadju', 0.8139515519142151), ('abrar', 0.8138119578361511), ('fathir', 0.8126739263534546), ('fahira', 0.8108365535736084)]"
7295,4,naufal,"[('farhan', 0.8176645636558533), ('fachri', 0.8040763139724731), ('zaki', 0.8025893568992615), ('fadlan', 0.7959854602813721), ('fauzan', 0.7904160022735596), ('sharifah', 0.779130220413208), ('fadillah', 0.7784264087677002), ('ammar', 0.7763804197311401), ('haykal', 0.7739295363426208), ('tohir', 0.7717953324317932)]"
7296,4,iqbal,"[('farhan', 0.8176526427268982), ('zaki', 0.8002506494522095), ('fahmi', 0.7893671989440918), ('zulfikar', 0.7888488173484802), ('fauzan', 0.7754713892936707), ('farid', 0.7731724381446838), ('ridwan', 0.7673205137252808), ('fuad', 0.7622686624526978), ('lutfi', 0.7602657675743103), ('syamsul', 0.7598901987075806)]"
7297,4,ferdy,"[('farhan', 0.816913366317749), ('fadhillah', 0.808247447013855), ('awaludin', 0.7963875532150269), ('syarief', 0.7961713075637817), ('rony', 0.7958561182022095), ('ferdian', 0.7920874953269958), ('jeffry', 0.791888415813446), ('dayat', 0.7897416949272156), ('abrar', 0.7887799739837646), ('rahadi', 0.7886289954185486)]"
7357,4,samsudin,"[('sofwan', 0.8387212157249451), ('hardjakusumah', 0.8343976140022278), ('kusnan', 0.8257020115852356), ('nasrul', 0.825191855430603), ('hamdani', 0.8236081004142761), ('hartoyo', 0.8235772848129272), ('imron', 0.8233526945114136), ('muhidin', 0.8212187886238098), ('rahadi', 0.8183513283729553), ('munif', 0.8182649612426758)]"
7378,4,priyanto,"[('mochammad', 0.8425726890563965), ('mochamad', 0.8366314768791199), ('akhmad', 0.831569254398346), ('muhidin', 0.8307793140411377), ('hamdani', 0.827475905418396), ('syaiful', 0.8255059719085693), ('hartoyo', 0.8223934173583984), ('sofwan', 0.8221508860588074), ('suyud', 0.8139135837554932), ('priyo', 0.8124637603759766)]"
7391,4,ernawati,"[('septiana', 0.8541476130485535), ('nanik', 0.8461306095123291), ('maryani', 0.8454087376594543), ('fariha', 0.8436785936355591), ('andayani', 0.841840386390686), ('lisda', 0.8414314389228821), ('purwanti', 0.8405762314796448), ('rozanah', 0.8401618599891663), ('wulansari', 0.8373002409934998), ('apriliani', 0.8370288014411926)]"
7396,4,setyowati,"[('nanik', 0.8448805809020996), ('ernawati', 0.8281052112579346), ('hidayati', 0.8233342170715332), ('hastuti', 0.8102735280990601), ('sunarti', 0.7910857200622559), ('maryani', 0.7896586656570435), ('sukarya', 0.7884892225265503), ('sutarno', 0.7852565050125122), ('saepudin', 0.7792914509773254), ('widyastuti', 0.7781624794006348)]"
7397,4,sunarti,"[('agustina', 0.8458020091056824), ('henny', 0.8418928980827332), ('widjanarko', 0.8287438750267029), ('etty', 0.823913037776947), ('hidayati', 0.8173633813858032), ('sumiati', 0.8164302706718445), ('anggraeni', 0.8117116689682007), ('fabanyo', 0.8099232912063599), ('ernawati', 0.8095332384109497), ('noviana', 0.8090509176254272)]"
7399,4,kurniawati,"[('tjindarbumi', 0.8286534547805786), ('meriatul', 0.8236361145973206), ('febriana', 0.8223825693130493), ('wulansari', 0.8222342133522034), ('febriani', 0.8175762891769409), ('fariha', 0.8163267970085144), ('hidayati', 0.8160236477851868), ('lindiawati', 0.8105978965759277), ('parahitha', 0.8100249171257019), ('septiana', 0.8062455654144287)]"
7400,4,septiana,"[('anisyahtul', 0.865062952041626), ('wulansari', 0.8570353984832764), ('tjindarbumi', 0.8567506074905396), ('heryana', 0.8550644516944885), ('ernawati', 0.8541476726531982), ('fariha', 0.8510864973068237), ('gracelia', 0.8491448760032654), ('karenza', 0.8486981987953186), ('setiowati', 0.847968578338623), ('parahitha', 0.84656822681427)]"
7631,5,luthfi,"[('basri', 0.8446184992790222), ('fuad', 0.8345986008644104), ('zaini', 0.8287413120269775), ('akhmad', 0.8272305727005005), ('munawar', 0.8185438513755798), ('rifai', 0.8129990696907043), ('lutfi', 0.8101287484169006), ('munir', 0.8077362179756165), ('fauzan', 0.8019063472747803), ('usman', 0.798166036605835)]"
7640,5,basri,"[('luthfi', 0.8446183800697327), ('husin', 0.8180620074272156), ('baharuddin', 0.8128974437713623), ('zulkifli', 0.8085215091705322), ('zaini', 0.8081077337265015), ('fuad', 0.7951428294181824), ('akhmad', 0.7947297096252441), ('nurdin', 0.7875853776931763), ('sanusi', 0.7856652140617371), ('rifai', 0.7854247689247131)]"
7669,5,rustam,"[('farid', 0.7991904616355896), ('akhmad', 0.7894326448440552), ('syaiful', 0.7850794196128845), ('amran', 0.7842580676078796), ('taher', 0.781285285949707), ('fuad', 0.7812418341636658), ('djamal', 0.7809288501739502), ('hamdani', 0.7809062600135803), ('lutfi', 0.7783223390579224), ('efendi', 0.7771698832511902)]"
7727,5,sahlan,"[('nasrul', 0.8195139765739441), ('moch', 0.8149277567863464), ('saifudin', 0.8133841753005981), ('solihin', 0.8038800954818726), ('sulaeman', 0.7983802556991577), ('suganda', 0.7957662343978882), ('sopandi', 0.7954754829406738), ('hartoyo', 0.7954015731811523), ('hamdani', 0.7942915558815002), ('jayadi', 0.7939208149909973)]"
7783,5,chalid,"[('idham', 0.8322822451591492), ('isnaeni', 0.8195689916610718), ('akhmad', 0.8128809928894043), ('alie', 0.804320752620697), ('awaluddin', 0.8036386370658875), ('sofyan', 0.8032383322715759), ('lutfi', 0.8017441034317017), ('baharuddin', 0.8015922904014587), ('djamal', 0.7860966920852661), ('mohamad', 0.7857798337936401)]"
7922,5,usman,"[('husin', 0.8484553694725037), ('abubakar', 0.8271318674087524), ('akhmad', 0.818778395652771), ('husni', 0.809829831123352), ('syamsuddin', 0.8064991235733032), ('thaib', 0.8023183345794678), ('nurdin', 0.8005828857421875), ('munawar', 0.7996830344200134), ('saidi', 0.7995625734329224), ('luthfi', 0.798166036605835)]"
7924,5,chatib,"[('husin', 0.8402641415596008), ('thaib', 0.8172834515571594), ('kohar', 0.7843083739280701), ('abubakar', 0.7818482518196106), ('zaini', 0.7786891460418701), ('usman', 0.7776481509208679), ('nizar', 0.7772030234336853), ('hanafiah', 0.7752601504325867), ('basri', 0.7752354145050049), ('lutfi', 0.7741103768348694)]"
7929,5,zainuddin,"[('husin', 0.8199276328086853), ('zaini', 0.7816827893257141), ('syamsuddin', 0.7809956073760986), ('usman', 0.7747583389282227), ('burhanuddin', 0.7724177837371826), ('zulkifli', 0.7663350701332092), ('abubakar', 0.7656123638153076), ('baharuddin', 0.7646936178207397), ('basri', 0.762576699256897), ('dimyati', 0.7621837854385376)]"
7948,5,djamal,"[('akhmad', 0.8392797708511353), ('jusman', 0.8375566005706787), ('awaluddin', 0.8317167162895203), ('baharuddin', 0.825188934803009), ('muhidin', 0.8237894773483276), ('efendi', 0.815074622631073), ('ismet', 0.8127069473266602), ('syafii', 0.8096256852149963), ('bachtiar', 0.8080248832702637), ('djamil', 0.8042736649513245)]"
7966,5,ust,"[('syukri', 0.8227056860923767), ('munawar', 0.7929627299308777), ('muslih', 0.7895458340644836), ('rohman', 0.7883476614952087), ('ghozali', 0.7874104976654053), ('bisri', 0.7824308276176453), ('zuhri', 0.7754514217376709), ('afandi', 0.7730106115341187), ('mawardi', 0.7710505723953247), ('muh', 0.7705782055854797)]"
8131,5,hanafi,"[('hambali', 0.8239153027534485), ('thoha', 0.7719435691833496), ('maliki', 0.756966769695282), ('bermazhab', 0.7397794723510742), ('zuhri', 0.7177967429161072), ('syafi', 0.7098727226257324), ('sayekti', 0.7076162099838257), ('luthfi', 0.6926357746124268), ('munawar', 0.6870794296264648), ('shihab', 0.6865777969360352)]"
8138,5,syafii,"[('djamal', 0.8096253871917725), ('jusman', 0.7996888756752014), ('maarif', 0.7991631627082825), ('munawar', 0.7890685200691223), ('assegaf', 0.7888056039810181), ('zaini', 0.7853617668151855), ('idham', 0.7827221751213074), ('lutfi', 0.7812327742576599), ('mawardi', 0.7790356874465942), ('rifai', 0.7788664102554321)]"
8157,5,sujono,"[('suhadi', 0.8372792601585388), ('moch', 0.8340043425559998), ('sanyoto', 0.8304456472396851), ('sulaeman', 0.8161292672157288), ('soeparno', 0.8140702843666077), ('sumardi', 0.8115882873535156), ('sumarno', 0.809185802936554), ('drh', 0.8069460391998291), ('subandi', 0.8058229684829712), ('suwarno', 0.8037837147712708)]"
8160,5,soepardi,"[('drh', 0.8450459837913513), ('moch', 0.8252360820770264), ('mochamad', 0.8211801648139954), ('soeparno', 0.8187927603721619), ('suhadi', 0.8171288967132568), ('agoes', 0.816065788269043), ('sanyoto', 0.8099710941314697), ('irianto', 0.8097541928291321), ('srihadi', 0.8055741786956787), ('mochammad', 0.8007625937461853)]"
8163,5,siddiq,"[('anshari', 0.8121596574783325), ('jamaluddin', 0.807166576385498), ('syukri', 0.7998194694519043), ('cholil', 0.795101523399353), ('sayid', 0.7945744395256042), ('abdurrahim', 0.7934824824333191), ('abdillah', 0.7900859713554382), ('syamsuddin', 0.788355827331543), ('maula', 0.788236677646637), ('mahfudz', 0.7874877452850342)]"
8170,5,mahfudz,"[('sahal', 0.8378528356552124), ('bisri', 0.8246595859527588), ('zuhri', 0.8017293810844421), ('siddiq', 0.7874876856803894), ('cholil', 0.7686195969581604), ('dimyati', 0.7609636783599854), ('abdurahman', 0.7593756318092346), ('dimyathi', 0.7579182386398315), ('mahfudh', 0.7572608590126038), ('syansuri', 0.7569262981414795)]"
8184,5,soleh,"[('ujang', 0.8045488595962524), ('nunung', 0.7823718190193176), ('ardi', 0.7714929580688477), ('doyok', 0.7666670680046082), ('dayat', 0.7658290266990662), ('ucup', 0.7657346725463867), ('halimah', 0.7655908465385437), ('somad', 0.7626101970672607), ('arman', 0.7624990940093994), ('sholeh', 0.7610664367675781)]"
8185,5,ustadz,"[('ustadzah', 0.8302327990531921), ('ustad', 0.8074999451637268), ('ustaz', 0.8074655532836914), ('hafidz', 0.7689293026924133), ('faqih', 0.7665212750434875), ('rifa', 0.7494704127311707), ('abuya', 0.7454475164413452), ('ikhwan', 0.7442328929901123), ('sholeh', 0.7424806952476501), ('buchori', 0.7420992851257324)]"
8188,5,hafidz,"[('rohman', 0.8106507062911987), ('rosyid', 0.7691896557807922), ('ustadz', 0.7689293622970581), ('siddiq', 0.7684641480445862), ('afandi', 0.7682276368141174), ('lutfi', 0.7675573825836182), ('abdillah', 0.7664626836776733), ('anshari', 0.7661626935005188), ('fadhil', 0.7649902105331421), ('munawar', 0.7649884223937988)]"
8197,5,tgh,"[('majdi', 0.808249294757843), ('abdurahman', 0.7947443723678589), ('syech', 0.7945056557655334), ('sayid', 0.7937694787979126), ('najmuddin', 0.7927154302597046), ('thahir', 0.789500892162323), ('zuhri', 0.7891556024551392), ('makmun', 0.7862468361854553), ('zainul', 0.7857979536056519), ('husaini', 0.7845059633255005)]"
8198,5,kamaruddin,"[('jamaluddin', 0.8132692575454712), ('husin', 0.8064771890640259), ('akhmad', 0.8042543530464172), ('aminuddin', 0.7977578639984131), ('zainudin', 0.7942315936088562), ('abdurahman', 0.7934532761573792), ('syamsuddin', 0.7914624810218811), ('alaydrus', 0.7888520956039429), ('hanafiah', 0.7887610793113708), ('rohman', 0.7882599234580994)]"
8256,5,alwi,"[('assegaf', 0.8081510663032532), ('shihab', 0.7838634252548218), ('akmal', 0.7761919498443604), ('zaki', 0.7672104835510254), ('muchtar', 0.7664901614189148), ('abubakar', 0.7650719285011292), ('farid', 0.7616531252861023), ('helmi', 0.7569817304611206), ('usman', 0.7557621598243713), ('alatas', 0.754546046257019)]"
8422,5,oky,"[('firmansyah', 0.8343703150749207), ('noval', 0.8325062990188599), ('andrianto', 0.8163896799087524), ('ginanjar', 0.8125426173210144), ('indrawan', 0.8122251033782959), ('septian', 0.8111750483512878), ('alfian', 0.8102974891662598), ('rinaldi', 0.8073407411575317), ('alfin', 0.8042816519737244), ('riski', 0.8040155172348022)]"
8423,5,irwansyah,"[('rizki', 0.8239110708236694), ('irham', 0.8176900148391724), ('ramadhani', 0.8104084730148315), ('rizky', 0.8015690445899963), ('sagita', 0.801558792591095), ('alfin', 0.8000180721282959), ('syarief', 0.7994968295097351), ('winda', 0.7974655032157898), ('acha', 0.7970990538597107), ('icha', 0.7969678044319153)]"
8431,5,muchsin,"[('alatas', 0.8478554487228394), ('icha', 0.8099238872528076), ('sandhora', 0.7954420447349548), ('irham', 0.7896941900253296), ('elly', 0.789190411567688), ('adjie', 0.7789784669876099), ('rafiq', 0.7774695158004761), ('fadly', 0.7770763039588928), ('ikang', 0.7751932740211487), ('titiek', 0.7731814980506897)]"
8433,5,rafiq,"[('alatas', 0.8177043795585632), ('zaki', 0.8128471970558167), ('fauzan', 0.8053741455078125), ('farhan', 0.8000221848487854), ('syarief', 0.785588264465332), ('rozi', 0.7853299379348755), ('fadia', 0.7824552655220032), ('farid', 0.7795194983482361), ('halimah', 0.7783941030502319), ('fahira', 0.7779385447502136)]"
8434,5,albar,"[('alatas', 0.8169889450073242), ('affandy', 0.7935131788253784), ('fahrezy', 0.787594199180603), ('irgy', 0.7838358283042908), ('irham', 0.7610636949539185), ('dhani', 0.7606312036514282), ('rieka', 0.7493204474449158), ('faizal', 0.7480484247207642), ('fachri', 0.7452473640441895), ('raffi', 0.7441180348396301)]"
8441,5,brado,"[('syafaruddin', 0.7948870658874512), ('cacink', 0.7714977264404297), ('erwandha', 0.7153982520103455), ('rizkiridho', 0.7054675221443176), ('rigen', 0.6996453404426575), ('rizki', 0.6992775201797485), ('alfin', 0.6949315667152405), ('firza', 0.6927828788757324), ('jegel', 0.6926411390304565), ('difie', 0.6884511113166809)]"
8442,5,hariyanti,"[('salsanabila', 0.8650111556053162), ('ellisa', 0.8526050448417664), ('mahania', 0.8523668050765991), ('fahrin', 0.8469690084457397), ('yendri', 0.8360018730163574), ('silayar', 0.8307467699050903), ('parahitha', 0.8273581862449646), ('gunarsih', 0.8229146599769592), ('novyansari', 0.822462260723114), ('agustini', 0.8216249346733093)]"
8444,5,nurafni,"[('zakarya', 0.8273974061012268), ('mahdami', 0.8130426406860352), ('krisdiyanto', 0.8111182451248169), ('shintya', 0.8060044050216675), ('fahrin', 0.7953677177429199), ('alivia', 0.7866173386573792), ('gunarsih', 0.7826910614967346), ('hariyanti', 0.7821268439292908), ('novyansari', 0.7818515300750732), ('andryani', 0.7787298560142517)]"
