title,date,description
"Jembatan Retak Akibat Kecelakaan, Lalin Jalur Ngawi-Bojonegoro Dialihkan

","Rabu, 09 Feb 2022 12:45 WIB

","Jembatan Retak Akibat Kecelakaan, Lalin Jalur Ngawi-Bojonegoro Dialihkan

""Betul untuk sementara jalur kita alihkan akibat jembatan yang retak di Desa
Ngawi Purba, merupakan jalur utama Ngawi-Bojonegoro,"" ujar Kasat Lantas Polres
Ngawi AKP Zainul Imam Safi'i saat dikonfirmasi

 Pengalihan arus lalu lintas, kata Imam, berlaku untuk semua kendaraan. Baik
sepeda motor, kendaraan roda empat dan lebih. Itu karena retaknya jembatan
sangat berbahaya dan rawan runtuh.

 ""Semua tidak boleh melewati jembatan karena bahaya,"" kata Imam.

 Imam mengatakan, kendaraan roda dua dan empat dari arah Ngawi memutar belok ke
kanan masuk Desa Sadang. Pengendara bisa mengikuti petunjuk arah yang dipasang
Satlantas dan warga.

 ""Sebaliknya yang dari arah Bojonegoro nanti sebelum jembatan belok ke kiri
mengikuti papan arah tembus Desa Sadang. Memutar sekitar dua sampai tiga km,""
imbuhnya.

 Imam menambahkan, untuk kendaraan besar seperti tronton dialihkan lewat
Nganjuk. ""Atau bisa masuk tol saja. Lewat jalur arteri juga bisa lewat Caruban
Madiun,"" terangnya.

 Kecelakaan tunggal terjadi di Jalan Raya Ngawi-Bojonegoro, Desa Ngawi Purba,
Kecamatan Ngawi Kota, dini hari tadi. Sebuah truk tronton bernopol W 8835 UQ
menabrak pembatas jembatan. Akibatnya, badan jembatan juga mengalami
keretakan.

 "
"Mobil Boks Seruduk Warung di Ciputat, Kulkas-Pom Bensin Mini Rusak!

","Rabu, 09 Feb 2022 18:07 WIB

","Mobil Boks Seruduk Warung di Ciputat, Kulkas-Pom Bensin Mini Rusak!

yang melibatkan mobil boks terjadi di Ciputat,

 Peristiwa itu terjadi di Jalan Arya Putra RT 001 RW 002, Serua Indah, Ciputat,
Kota Tangerang Selatan, Banten, pada Rabu (9/2/2022), pukul 15.05 WIB. Kanit
Laka Polres Tangsel Iptu Nanda menceritakan kronologinya.

 ""Mobil boks melaju dari arah Serua ke arah Pasar Ciputat secara tiba-tiba
berjalan oleng dan hilang kendali ke arah kiri,"" kata Iptu Nanda dalam
keterangannya, Rabu (9/2).

 Setelahnya, sang sopir tak mampu menghentikan kendaraannya hingga menabrak
sebuah toko kelontong.

 ""(Mobil boks) Menabrak sebuah toko kelontong sembako,"" ucap Iptu Nanda.

 Iptu Nanda memastikan tidak ada korban jiwa ataupun korban luka dari peristiwa
ini. Akibat kecelakaan ini, alat pengisi bensin mini, kulkas minuman, alat
bengkel kompresor, dan pagar terali besi mengalami kerusakan.

 ""Tindak lanjut telah diselesaikan melalui jalur musyawarah mufakat antar-pihak
yang terlibat difasilitasi,"" jelasnya.

 "
"Fahri Hamzah Terpukul AKP Novandi Tewas Kecelakaan: Kami Berkeluarga

","Rabu, 09 Feb 2022 12:28 WIB

","Fahri Hamzah Terpukul AKP Novandi Tewas Kecelakaan: Kami Berkeluarga

, putra Gubernur Kalimantan Utara (Kaltara) Zainal A Paliwang, tewas dalam
insiden kecelakaan mobil Camry di Senen, Jakarta Pusat. Politikus Fahri Hamzah
menyampaikan belasungkawa dan merasa terpukul atas kepergian almarhum.

 ""Kami sedang sangat terpukul atas kepergian beliau dan atas nama keluarga kami
memang menyampaikan belasungkawa kepada Bang Zainal dan Kak Rahma,"" kata Fahri
Hamzah saat dihubungi, Rabu (9/2/2022).

 Fahri Hamzah menceritakan bahwa dia pernah berjumpa langsung dengan

 Dalam pertemuan itu, Fahri menyebut dirinya sedang datang ke acara peresmian
ayah AKP Novandi, Zainal, sebagai Gubernur Kaltara. Fahri mengatakan
berkerabat dekat dengan Zainal, begitu pula AKP Novandi.

 ""Foto itu berasal dari acara ketika Bang Zainal diputuskan resmi menjadi
Gubernur Kaltara dan saya diminta untuk memberikan semacam tausiyah pada acara
yang dihadiri oleh tim yang terbatas,"" kata dia.

 ""Novandi adalah anak dari Bang Zainal dan Kakak Rahma yang memang sudah saya
anggap sebagai kakak saya sendiri, karena beliau kekerabatannya berasal dari
kampung halaman saya dan kami berkeluarga,"" ujarnya.

 Dia memohon doa kepada keluarga

 ""Mohon doanya agar keluarga diberikan ketabahan dan kesabaran atas musibah
yang sangat mendadak ini,"" katanya.

 AKP Novandi Arya Kharisma merupakan salah satu korban tewas kecelakaan sedan
Camry di Senen, Jakarta Pusat. AKP Novandi Arya Kharisma meninggal bersama
dengan satu korban lainnya dalam kecelakaan tunggal.

 AKP Novandi Arya Kharisma berada di dalam mobil jenis sedan merek Toyota Camry
dengan nomor polisi B-1102-NDY di Jalan Raya Pasar Senen. Kecelakaan ini
terjadi pada Senin (7/2) sekitar pukul 00.30 WIB.

 "
"Fakta Baru Terungkap, Sopir Bus Kecelakaan di Bantul Belum Kuasai Medan

","Selasa, 08 Feb 2022 22:21 WIB

","Fakta Baru Terungkap, Sopir Bus Kecelakaan di Bantul Belum Kuasai Medan

""Bus torsinya 40 persen, tanjakan di situ masih gampang. Gagal nanjak karena
telat muter gigi, sopir tidak hafal medan,"" terang Plt Kepala Sub Komite Moda
Investigasi Lalu Lintas dan Angkutan Jalan (LLAJ) KNKT Ahmad Wildan kepada
wartawan di Solo, Selasa (8/2/2022).

 ""Dikiranya (tanjakan) masih bisa dilahap pakai gigi 2 atau gigi 3. Mesinnya
pasti mati, kendalanya saya tidak mengerti apa yang terjadi saat menanjak,""
sambungnya.

 Dalam kondisi tidak kuat menanjak, Wildan menlanjutkan, sopir mengerem bus dan
meminta penumpang agar bergeser ke belakang.

 ""Karena pembantu pengemudi dekat, jadi dia tahu persis. Dia ngerem,
pengemudinya ngomong terus penumpang disuruh ke belakang,"" ungkapnya.

 Kemudian, lanjutnya, saat bus melaju di jalanan menurun sopir memposisikan
gigi transmisi di posisi 3. Padahal, menurutnya posisi transmisi itu cukup
berisiko terjadinya rem tidak berfungsi lantaran terlalu sering dipakai.

 ""Agar saat mengemudi di jalan menurun, jangan sekali-kali gigi tinggi. Jangan
pakai pedal rem, karena ini berisiko tinggi. Kalau tidak tekanan angin tekor,
kampas panas,"" jelasnya.

 Kejadian ini sebagaimana hasil investigasi yang selama ini dilakukan oleh
KNKT. Dimana rata-rata terjadinya rem blong di jalan menurun disebabkan karena
penggunaan gigi tinggi.

 ""Hasil investigasi KNKT 80 persen rem blong di jalan menurun penyebabnya bukan

 "
"Fakta-fakta Kecelakaan Sedan yang Tewaskan Anak Gubernur Kaltara

","Rabu, 09 Feb 2022 06:15 WIB

","Fakta-fakta Kecelakaan Sedan yang Tewaskan Anak Gubernur Kaltara

Kecelakaan mobil Toyota Camry di Jalan Raya Senen, Jakarta Pusat menyebabkan
dua orang tewas. Mobil menabrak separator busway hingga terbakar.

 Peristiwa ini terjadi pada Senin pukul 04.45 WIB. Menurut Kasubdit Gakkum
Polda Metro Jaya, Kompol Arga Dirja, mobil dalam posisi ngebut dari flyover
Senen.

 ""Hasil dari anggota di lapangan, (mobil) dengan kecepatan yang cukup tinggi
dan turun dari flyover kemudian menabrak separator busway,"" kata Arga kepada
wartawan, Senin (7/2/2022).

 Akibat insiden ini dua orang tewas. Salah satu korbannya adalah AKP Novandi
Arya Kharisma, anak dari Gubernur Kalimantan Utara (Kaltara), Zainal A
Paliwang.

 ""Korban ini adalah anggota Polri yang saat ini bertugas di Polda Kalimantan
Timur. Betul korban adalah putra beliau (gubernur Kaltara),"" ujar Dirlantas
Polda Metro Jaya Kombes Sambodo Purnomo Yogo kepada wartawan di Pancoran,
Jakarta Selatan, Selasa (8/2/2022).

 Sementara itu korban lainnya masih belum teridentifikasi. Polisi menunggu data
keluarga yang merasa anggota keluarganya hilang.

 ""Untuk korban kedua, kami masih anggap suatu orang hilang, yang belum kita
ketemukan identitasnya,"" kata Kabid Dokke Polda Metro Jaya Kombes Didiet
Setiobudi saat jumpa pers di Subdit Gakkim Ditlantas Polda Metro Jaya,
Pancoran, Jaksel, Selasa (8/2/2022).

 "
"Kasus Kecelakaan AKP Novandi Bakal Disetop, Polisi Belum Tentukan Si Pengemudi

","Selasa, 08 Feb 2022 20:02 WIB

","Kasus Kecelakaan AKP Novandi Bakal Disetop, Polisi Belum Tentukan Si Pengemudi

Polisi masih menyelidiki kasus

 ""Saat ini penyelidikan masih terus berlangsung untuk setidaknya walaupun nanti
kemungkinan akan di-SP3 karena kemungkinan ini laka tunggal dan pengemudi
meninggal dunia,"" kata Dirlantas Polda Metro Jaya Kombes Sambodo saat jumpa
pers di Mapolda Metro Jaya, Jakarta, Selasa (8/2/2022).

 Meski begitu, polisi akan tetap mencari tahu identitas pengemudi. Berdasarkan
bukti dari olah TKP.

 ""Namun kami terus berupaya menentukan siapa pengemudi malam itu, berdasarkan
bukti-bukti olah TKP, CCTV, dan temuan dari pemeriksaan DVI pada kedua jenazah
tersebut,"" ujarnya.

 Untuk diketahui, ada dua korban yang meninggal dalam kecelakaan tersebut. Satu
korban lainnya belum diketahui identitasnya sampai saat ini.

 ""Satu korban lainnya belum berhasil diidentifikasi jadi kita belum tahu jenis
kelaminnya itu laki-laki atau perempuan nanti kalau sudah ada updatenya akan
kita sampaikan kepada teman-teman sekalian karena proses identifikasi masih
terus berjalan,"" tuturnya.

 Sebelumnya, AKP Novandi Arya Kharizma meninggal dunia di Jakarta. Putra
Gubernur Kalimantan Utara (Kaltara), Zainal A Paliwang, itu meninggal dunia
akibat kecelakaan.

 ""Kita dapat informasi almarhum terlibat kecelakaan lalu lintas di Jakarta,""
kata Kabid Humas Polda Kaltim Kombes Yusuf Sutejo kepada detikcom, Selasa
(8/2/2022).

 AKP Novandi diketahui menjabat Kepala Satuan Polisi Air dan Udara (Polairud)
Polres Berau Polda Kaltim.

 Kombes Yusuf mengatakan AKP Novandi berada di Jakarta dalam rangka mengikuti
pendidikan kepolisian.

 Dia mengatakan AKP Novandi diduga mengemudikan mobil jenis sedan merek Toyota
Camry bernomor polisi B-1102-NDY di Jalan Raya Pasar Senen atau tepatnya di
seberang Terminal Bus Pasar Senen, Jakarta Pusat. Kecelakaan itu terjadi pada
Senin (7/2) sekitar pukul 00.30 WIB.

 "
"KNKT Ungkap Penyebab Bus yang Kecelakaan di Bantul Gagal Ngerem

","Selasa, 08 Feb 2022 19:32 WIB

","KNKT Ungkap Penyebab Bus yang Kecelakaan di Bantul Gagal Ngerem

""Saksi menjelaskan saat dari atas, pengemudi menggunakan gigi tiga. Karena
itu, kendaraan meluncur dengan cepat. Padahal saat di sana, jalan menurun dan
banyak tikungan,"" ujar Plt Kepala Sub Komite Moda Investigasi Lalu Lintas dan
Angkutan Jalan (LLAJ) KNKT Ahmad Wildan kepada wartawan di kantor Dishub Solo,
Selasa (8/2/2022).

 Selain itu, lanjut Wildan, pengemudi juga terlalu sering menginjak pedal rem.
Hal itu menyebabkan angin terbuang dan tekanan angin berada di bawah ambang
batasnya.

 ""Setiap tikungan pengemudi melakukan pengereman berkali-kali, ini sesuai
penjelasan kenek bus dan mobil di belakangnya. Dilihat lampu rem belakang
nyala terus tetapi masih melaju dengan cepat. Artinya saat turun, bus
melakukan pengereman yang panjang,"" urainya.

 ""Karena turun terus, angin dibuang terus, ketika angin mencapai di bawah
ambang batasnya 6 bar, yakni 5 bar, pengemudi tidak akan bisa ngerem,""
urainya.

 Wildan mengatakan kasus ini sama persis dengan di Balikpapan. Dimana sang
pengemudi mengungkapkan bahwa tekanannya anginnya pada 5 bar. Dalam kondisi
itu, jelas Wildan, pedal rem tidak bisa menginjak rem lagi dan sistem remnya
tidak berfungsi.

 ""Masalahnya anginnya tekor, bukan karena

 Dalam kondisi ini, kata Wildan, pengemudi berusaha untuk menurunkan gigi
transmisi dari posisi gigi tiga ke dua. Hanya saja upaya itu tidak berhasil
lantaran pada saat itu kecepatan kendaraan cukup tinggi.

 ""Dalam kecepatan tinggi, gigi transmisi tidak bisa diturunkan dari tiga ke
dua. Sehingga masuknya ke netral. (Sopir) Panik tidak bisa narik

 ""Saya jelaskan prinsip kerja sistem rem, yaitu kerjanya kalau kita ngegas itu
ngisi angin. Kalau rem, buang angin. Saat pengemudi turun, sebenarnya dia
tidak punya kesempatan ngisi (angin),"" imbuhnya.

 Dan, meluncurnya bus itu, tambah Wildan, bukan didorong oleh putaran mesin
melainkan didorong oleh gravitasi bumi.

 ""Seharusnya pengemudi jangan menggunakan pedal rem. Tetapi gunakan

 "
"KNKT Ungkap Sopir Bus yang Kecelakaan di Bantul Ngerem Tiap Tikungan Menurun

","Selasa, 08 Feb 2022 20:57 WIB

","KNKT Ungkap Sopir Bus yang Kecelakaan di Bantul Ngerem Tiap Tikungan Menurun

""Saksi menjelaskan saat dari atas, pengemudi menggunakan gigi tiga. Karena
itu, kendaraan meluncur dengan cepat,"" terang Plt Kepala Sub Komite Moda
Investigasi Lalu Lintas dan Angkutan Jalan (LLAJ) KNKT Ahmad Wildan kepada
wartawan di Solo, Selasa (8/2/2022).

 Wildan menambahkan mendekati titik jatuh pengemudi ingin memindahkan transmisi
ke gigi yang lebih rendah. Tujuannya adalah memfungsikan engine brake agar
putaran mesin bisa menahan laju kendaraan yang semakin kencang.

 ""Akhirnya dia (pengemudi) memindahkan gigi dari 3 ke 2. Itu tidak mungkin
terjadi, karena dalam kecepatan tinggi, transmisi tidak bisa dipindahkan dari
tinggi ke rendah, 3 ke 2, 4 ke 3, 2 ke 1,"" paparnya.

 ""Pasti gigi transmisi akan masuk ke gigi netral. (setelah) Pindahkan gigi ke
dua gagal dan masuk netral,"" sambungnya.

 Memindahkan gigi transmisi ke lebih rendah dilakukan sopir setelah rem tidak
bisa berfungsi lagi. Ini terjadi, kata Wildan, karena sopir terlalu sering
menginjak pedal rem saat bus melaju di jalanan menurun.

 ""Pada saat di sana, jalan menurun dan banyak tikungan. Setiap tikungan
pengemudi melakukan pengereman berkali-kali. Ini sesuai penjelasan kru bus dan
mobil di belakangnya,"" papar Wildan.

 Artinya, lanjut Wildan, saat jalanan menurun, bus melakukan pengereman yang
panjang. Dan saat mendekati titik jatuh, pengemudi kesulitan mengerem, karena
kendaraan tidak bisa mengerem.

 ""Panik tidak bisa narik

 "
"Terungkap! Dugaan Kecepatan Bus Sesaat Sebelum Kecelakaan di Bantul

","Selasa, 08 Feb 2022 20:04 WIB

","Terungkap! Dugaan Kecepatan Bus Sesaat Sebelum Kecelakaan di Bantul

Fakta baru terungkap dari hasil investigasi yang dilakukan oleh Komite
Nasional Keselamatan Transportasi (KNKT) terhadap bus wisata yang kecelakaan
di Bantul. Salah satunya terkait kecepatan bus sesaat sebelum terjadinya
kecelakaan.

 ""Pada saat dia menghantam itu posisi (transmisi) netral. Kalau posisi netral
kecepatannya bisa sangat tinggi sampai 80 km/jam,"" terang Plt Kepala Sub
Komite Moda Investigasi Lalu Lintas dan Angkutan Jalan (LLAJ) KNKT Ahmad
Wildan kepada wartawan ditemui di kantor Dishub Solo, Selasa (8/2/2022).

 Dia menjelaskan jika posisi transmisi tidak netral, maka laju kendaraan masih
bisa ditahan oleh putaran mesin. Tetapi, jika posisi transmisi sudah netral,
maka tidak ada yang menahan putaran mesin.

 ""Kalau masih gigi tidak netral ditahan mesin kalau netral itu sudah los. Kalau
meninggal 13 itu sudah mukjizat banget. Analisa dengan hantaman seperti itu
bisa lebih, ternyata masih dilindungi Tuhan,"" tuturnya.

 Wildan juga menjelaskan dari hasil pemeriksaan di lokasi kejadian diketahui
bahwa jalan menurun memiliki panjang sekitar 1,1 kilometer. Pada saat bus dan
truk meluncur dari atas maka akan tertarik gaya gravitasi bumi.

 Semakin tinggi tempat, maka besar gaya yang mendorong dia ke bawah juga
semakin besar.

 ""Saya coba pakai Ford Ranger dari atas ke bawah, pake gigi 2, kecepatannya
bisa sampai 70 km/jam,"" ucapnya.

 "
"Ada Penanganan Kecelakaan, Tol Jakarta Arah Cikampek Macet

","Rabu, 09 Feb 2022 06:48 WIB

","Ada Penanganan Kecelakaan, Tol Jakarta Arah Cikampek Macet

Ruas

 ""Untuk informasinya sendiri saat ini ada penanganan kecelakaan tepatnya di
kilometer 42,"" kata petugas call center PT Jasa Marga Dwi saat dihubungi, Rabu
(9/2/2022) sekitar pukul 06.28 WIB.

 Belum diketahui jenis kendaraan yang kecelakaan. Serta ada-tidaknya korban
jiwa.

 ""Belum ada informasi kembali dari ruas terkait,"" katanya.

 Imbas kecelakaan itu, Dwi menyebut terjadi kemacetan sepanjang 2 kilometer.
Sementara tol Japek arah Jakarta terpantau ramai lancar.

 ""Benar untuk informasi kepadatan sendiri sudah dari sekitaran km 40 sampai
dengan 42 saat ini,"" tutur dia.

 Sementara itu, jika dilihat pada Google maps jalur tampak berwarna merah pekat
di lokasi tersebut.

 "
"Potret Jalan Berlubang di Mojokerto yang Telan Korban Jiwa

","Selasa, 08 Feb 2022 20:03 WIB

","Potret Jalan Berlubang di Mojokerto yang Telan Korban Jiwa

Lubang yang mencelakai Nur Huda terletak di sisi kiri Jalan Bypass Mojokerto
arah ke Jombang. Tepatnya di Kelurahan Meri, Kranggan, Kota Mojokerto.

 Posisi lubang tersebut sekitar 50 meter di sebelah utara Simpang 5 Kenanten,
Kecamatan Puri, Mojokerto. Panjang lubang yang menganga dari utara ke selatan
sekitar 3 meter.

 Sedangkan lebarnya 0,5-1 meter. Separuh dari lebar lubang berada di tepi jalan
aspal, setengahnya lagi di bahu jalan. Saat ini, lubang tersebut sudah diuruk
tanah yang dipadatkan menggunakan alat berat.

 Pegawai bengkel mesin mobil di dekat lokasi kecelakaan, NT (53) mengatakan,
lubang tersebut berbahaya bagi para pengendara sepeda motor. Pasalnya,
kerusakan jalan tersebut tidak terlihat karena tergenang air hujan.

 ""Kondisi lubang tergenang air sehingga tidak kelihatan. Kalau orang luar
daerah yang tidak hafal, diterjang saja. Akibatnya terjatuh ke kanan, lalu
terlindas truk,"" terang NT kepada

 Seperti itu pula Nur Huda celaka di tempat ini. Ia terjatuh dari sepeda
motornya setelah menerjang jalan berlubang yang tergenang air hujan sehingga
tidak terlihat. Huda tewas seketika di lokasi karena terlindas roda truk
tangki pada Senin (7/2) sekitar pukul 08.30 WIB.

 NT menyayangkan selama ini lubang-lubang di Bypass Mojokerto hanya ditambal
sulam oleh pemerintah. Menurutnya, kerusakan di jalan nasional tersebut yang
hanya ditambal sulam cepat rusak karena terkena hujan dan dilalui banyak
kendaraan dengan tonase tinggi.

 ""Kadang ditambal aspal, kena hujan dan dilalui kendaraan berat, rusak lagi,""
ungkapnya.

 Pedagang pentol yang biasa mangkal di lokasi, Rafii (59) menjelaskan,
kerusakan Jalan Bypass Mojokerto itu terjadi sejak lama. Namun, selama ini
pemerintah sebatas memperbaiki dengan cara tambal sulam saja.

 ""Pemerintah kurang bijaksana mengatur jalan. Harusnya dikupas, kemudian
diaspal lagi. Sudah sering ditambal, rusak lagi. Karena kendaraan yang lewat
tonase tinggi dalam kondisi musim hujan,"" terangnya.

 Rafii menambahkan, lubang-lubang di jalan nasional tersebut kerap memicu
kecelakaan lalu lintas. Mulai dari Simpang 5 Kenanten sampai Simpang 4 Mertex
di Desa Lengkong, Kecamatan Mojoanyar, Mojokerto.

 ""Kalau lokasi sini saja, pengendara sepeda motor sering juga kecelakaan.
Kebanyakan karena menerjang jalan berlubang, tiap minggu setahu saya terjadi
kecelakaan di sini,"" pungkasnya.

 "
"Polisi Masih Belum Temukan Pemilik Mobil di Kasus Kecelakaan AKP Novandi

","Selasa, 08 Feb 2022 19:52 WIB

","Polisi Masih Belum Temukan Pemilik Mobil di Kasus Kecelakaan AKP Novandi

Polisi menjelaskan kasus kecelakaan yang menewaskan

 ""Pemilik mobil sudah kita datangi sesuai dengan

 Dia mengatakan mobil tersebut telah dijual ke orang lain. Namun, belum ada
perubahan terkait data sehingga polisi masih melakukan penyelidikan.

 ""Karena telah dijual kepada pihak kedua dan kami saat ini belum menemukan
siapa pemilik mobil tersebut,"" ucapnya.

 ""Kalau ada

 Sebelumnya, AKP Novandi Arya Kharizma meninggal dunia di Jakarta. Putra
Gubernur Kalimantan Utara (Kaltara), Zainal A Paliwang, itu meninggal dunia
akibat kecelakaan.

 ""Kita dapat informasi almarhum terlibat kecelakaan lalu lintas di Jakarta,""
kata Kabid Humas Polda Kaltim Kombes Yusuf Sutejo kepada

 diketahui menjabat Kepala Satuan Polisi Air dan Udara (Polairud) Polres Berau
Polda Kaltim.

 Kombes Yusuf mengatakan AKP Novandi berada di Jakarta dalam rangka mengikuti
pendidikan kepolisian.

 Dia mengatakan AKP Novandi diduga mengemudikan mobil jenis sedan merek Toyota
Camry bernomor polisi B-1102-NDY di Jalan Raya Pasar Senen atau tepatnya di
seberang Terminal Bus Pasar Senen, Jakarta Pusat. Kecelakaan itu terjadi pada
Senin (7/2) sekitar pukul 00.30 WIB.

 Terpisah, Kabid Humas Polda Metro Jaya Kombes Zulpan juga membenarkan bahwa
Novandi adalah korban tewas dalam insiden sedan terbakar di Senen, Jakpus.

 ""Benar, AKP Novandi salah satu korban tewas,"" kata Zulpan.

 "
